año,CENTRO,INTERCONFERENCIA,NORTE,OESTE,SUR
2019,0.5145391818629866,0.543233082706767,0.4807692307692308,0.49074626865671644,0.4426028238182934
2022,0.4766187050359712,0.5789473684210527,0.4436183395291202,0.4213872832369942,0.4611374407582938
2023,0.5025125628140703,0.6504065040650406,0.4545990566037736,0.4619703930576825,0.5223613595706619
2024,0.5024578651685393,0.6276703967446592,0.4991095280498664,0.464476386036961,0.4887005649717514
