año,CENTRO,INTERCONFERENCIA,NORTE,OESTE,SUR
2019,0.19366277887834654,0.3289080502710763,0.15489039549458897,0.15772810691036426,0.17538419370396632
2022,0.1758286969822993,0.3346140233550931,0.20936937455072277,0.21168755160111782,0.1850562983782793
2023,0.20180088623501652,0.11183264596041076,0.19944352443320457,0.1840791600845064,0.17127638188621958
2024,0.20514261406793685,0.16288791797279245,0.26921378031692145,0.1656475211793817,0.1878499065945124
