caso_id;tipo;club_base;nombre_raw;nombre_norm;en_mapeo;destino_mapeo;partidos;temporadas;sugerencia;nota
c0023;club_varios_nombres;SAN FERNANDO;SAN FERNANDO AZUL;SAN FERNANDO AZUL;False;;377;2023,2024,2026;SAN FERNANDO AZUL;4 nombres normalizados distintos bajo «SAN FERNANDO». Puede ser varias categorías (A/B) o alias sin unificar.
c0023;club_varios_nombres;SAN FERNANDO;SAN FERNANDO BLANCO;SAN FERNANDO BLANCO;False;;365;2023,2024,2026;SAN FERNANDO AZUL;4 nombres normalizados distintos bajo «SAN FERNANDO». Puede ser varias categorías (A/B) o alias sin unificar.
c0023;club_varios_nombres;SAN FERNANDO;SAN FERNANDO AZUL (A);SAN FERNANDO AZUL (A);False;;173;2025;SAN FERNANDO AZUL;4 nombres normalizados distintos bajo «SAN FERNANDO». Puede ser varias categorías (A/B) o alias sin unificar.
c0023;club_varios_nombres;SAN FERNANDO;SAN FERNANDO BLANCO (B);SAN FERNANDO BLANCO (B);False;;141;2025;SAN FERNANDO AZUL;4 nombres normalizados distintos bajo «SAN FERNANDO». Puede ser varias categorías (A/B) o alias sin unificar.
c0024;club_varios_nombres;3 DE FEBRERO;3 DE FEBRERO CELESTE C;3 DE FEBRERO CELESTE C;False;;53;2026;3 DE FEBRERO CELESTE C;3 nombres normalizados distintos bajo «3 DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0024;club_varios_nombres;3 DE FEBRERO;3 DE FEBRERO BLANCO A;3 DE FEBRERO BLANCO A;False;;35;2026;3 DE FEBRERO CELESTE C;3 nombres normalizados distintos bajo «3 DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0024;club_varios_nombres;3 DE FEBRERO;3 DE FEBRERO AZUL B;3 DE FEBRERO AZUL B;False;;30;2026;3 DE FEBRERO CELESTE C;3 nombres normalizados distintos bajo «3 DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0025;club_varios_nombres;A.F.A.L.P.;A.F.A.L.P. A;A.F.A.L.P. A;False;;539;2023,2024,2025,2026;A.F.A.L.P. A;2 nombres normalizados distintos bajo «A.F.A.L.P.». Puede ser varias categorías (A/B) o alias sin unificar. 2 variantes sin entrada en equipos_map.
c0025;club_varios_nombres;A.F.A.L.P.;A.F.A.L.P. B;A.F.A.L.P. B;False;;243;2023,2024;A.F.A.L.P. A;2 nombres normalizados distintos bajo «A.F.A.L.P.». Puede ser varias categorías (A/B) o alias sin unificar. 2 variantes sin entrada en equipos_map.
c0025;club_varios_nombres;A.F.A.L.P.;A.F.A.L.P.  B;A.F.A.L.P. B;True;A.F.A.L.P. B;51;2023,2024;A.F.A.L.P. A;2 nombres normalizados distintos bajo «A.F.A.L.P.». Puede ser varias categorías (A/B) o alias sin unificar. 2 variantes sin entrada en equipos_map.
c0026;club_varios_nombres;BANADE;BANADE;BANADE;False;;327;2023,2024;BANADE;3 nombres normalizados distintos bajo «BANADE». Puede ser varias categorías (A/B) o alias sin unificar.
c0026;club_varios_nombres;BANADE;BANADE ROJO;BANADE ROJO;False;;199;2025,2026;BANADE;3 nombres normalizados distintos bajo «BANADE». Puede ser varias categorías (A/B) o alias sin unificar.
c0026;club_varios_nombres;BANADE;BANADE AMARILLO;BANADE AMARILLO;False;;53;2024;BANADE;3 nombres normalizados distintos bajo «BANADE». Puede ser varias categorías (A/B) o alias sin unificar.
c0027;club_varios_nombres;CIRCULO URQUIZA;CIRCULO URQUIZA AZUL;CIRCULO URQUIZA AZUL;False;;319;2023,2024;CIRCULO URQUIZA AZUL;3 nombres normalizados distintos bajo «CIRCULO URQUIZA». Puede ser varias categorías (A/B) o alias sin unificar.
c0027;club_varios_nombres;CIRCULO URQUIZA;CIRCULO URQUIZA BLANCO;CIRCULO URQUIZA BLANCO;False;;281;2023,2024;CIRCULO URQUIZA AZUL;3 nombres normalizados distintos bajo «CIRCULO URQUIZA». Puede ser varias categorías (A/B) o alias sin unificar.
c0027;club_varios_nombres;CIRCULO URQUIZA;CIRCULO URQUIZA;CIRCULO URQUIZA;False;;201;2025,2026;CIRCULO URQUIZA AZUL;3 nombres normalizados distintos bajo «CIRCULO URQUIZA». Puede ser varias categorías (A/B) o alias sin unificar.
c0028;club_varios_nombres;CLUB 3 DE FEBRERO;CLUB 3 DE FEBRERO BLANCO A;CLUB 3 DE FEBRERO BLANCO A;False;;168;2025;CLUB 3 DE FEBRERO BLANCO A;3 nombres normalizados distintos bajo «CLUB 3 DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0028;club_varios_nombres;CLUB 3 DE FEBRERO;CLUB 3 DE FEBRERO AZUL B;CLUB 3 DE FEBRERO AZUL B;False;;156;2025;CLUB 3 DE FEBRERO BLANCO A;3 nombres normalizados distintos bajo «CLUB 3 DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0028;club_varios_nombres;CLUB 3 DE FEBRERO;CLUB 3 DE FEBRERO CELESTE C;CLUB 3 DE FEBRERO CELESTE C;False;;153;2025;CLUB 3 DE FEBRERO BLANCO A;3 nombres normalizados distintos bajo «CLUB 3 DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0029;club_varios_nombres;COUNTRY BANFIELD;COUNTRY BANFIELD;COUNTRY BANFIELD;False;;341;2023,2024;COUNTRY BANFIELD;3 nombres normalizados distintos bajo «COUNTRY BANFIELD». Puede ser varias categorías (A/B) o alias sin unificar.
c0029;club_varios_nombres;COUNTRY BANFIELD;COUNTRY BANFIELD A;COUNTRY BANFIELD A;False;;207;2025,2026;COUNTRY BANFIELD;3 nombres normalizados distintos bajo «COUNTRY BANFIELD». Puede ser varias categorías (A/B) o alias sin unificar.
c0029;club_varios_nombres;COUNTRY BANFIELD;COUNTRY BANFIELD B;COUNTRY BANFIELD B;False;;170;2025,2026;COUNTRY BANFIELD;3 nombres normalizados distintos bajo «COUNTRY BANFIELD». Puede ser varias categorías (A/B) o alias sin unificar.
c0030;club_varios_nombres;PINOCHO;PINOCHO;PINOCHO;False;;533;2023,2024,2025,2026;PINOCHO;3 nombres normalizados distintos bajo «PINOCHO». Puede ser varias categorías (A/B) o alias sin unificar.
c0030;club_varios_nombres;PINOCHO;PINOCHO BLANCO;PINOCHO BLANCO;False;;517;2023,2024,2025,2026;PINOCHO;3 nombres normalizados distintos bajo «PINOCHO». Puede ser varias categorías (A/B) o alias sin unificar.
c0030;club_varios_nombres;PINOCHO;PINOCHO VERDE;PINOCHO VERDE;False;;481;2023,2024,2025,2026;PINOCHO;3 nombres normalizados distintos bajo «PINOCHO». Puede ser varias categorías (A/B) o alias sin unificar.
c0031;club_varios_nombres;SAN LORENZO;SAN LORENZO AZUL;SAN LORENZO AZUL;False;;536;2023,2024,2025,2026;SAN LORENZO AZUL;3 nombres normalizados distintos bajo «SAN LORENZO». Puede ser varias categorías (A/B) o alias sin unificar.
c0031;club_varios_nombres;SAN LORENZO;SAN LORENZO ROJO;SAN LORENZO ROJO;False;;317;2023,2024;SAN LORENZO AZUL;3 nombres normalizados distintos bajo «SAN LORENZO». Puede ser varias categorías (A/B) o alias sin unificar.
c0031;club_varios_nombres;SAN LORENZO;SAN LORENZO ROJO B;SAN LORENZO ROJO B;False;;205;2025,2026;SAN LORENZO AZUL;3 nombres normalizados distintos bajo «SAN LORENZO». Puede ser varias categorías (A/B) o alias sin unificar.
c0032;club_varios_nombres;SAN MIGUEL;SAN MIGUEL BLANCO;SAN MIGUEL BLANCO;True;SAN MIGUEL BLANCO;457;2023,2024,2025,2026;SAN MIGUEL BLANCO;3 nombres normalizados distintos bajo «SAN MIGUEL». Puede ser varias categorías (A/B) o alias sin unificar. 1 variantes sin entrada en equipos_map.
c0032;club_varios_nombres;SAN MIGUEL;SAN MIGUEL;SAN MIGUEL;True;SAN MIGUEL;343;2023,2024;SAN MIGUEL BLANCO;3 nombres normalizados distintos bajo «SAN MIGUEL». Puede ser varias categorías (A/B) o alias sin unificar. 1 variantes sin entrada en equipos_map.
c0032;club_varios_nombres;SAN MIGUEL;SAN MIGUEL Verde;SAN MIGUEL Verde;False;;195;2025,2026;SAN MIGUEL BLANCO;3 nombres normalizados distintos bajo «SAN MIGUEL». Puede ser varias categorías (A/B) o alias sin unificar. 1 variantes sin entrada en equipos_map.
c0033;club_varios_nombres;SITAS;SITAS;SITAS;False;;473;2023,2024,2025;SITAS;3 nombres normalizados distintos bajo «SITAS». Puede ser varias categorías (A/B) o alias sin unificar.
c0033;club_varios_nombres;SITAS;SITAS ROJO;SITAS ROJO;False;;39;2026;SITAS;3 nombres normalizados distintos bajo «SITAS». Puede ser varias categorías (A/B) o alias sin unificar.
c0033;club_varios_nombres;SITAS;SITAS VERDE;SITAS VERDE;False;;30;2026;SITAS;3 nombres normalizados distintos bajo «SITAS». Puede ser varias categorías (A/B) o alias sin unificar.
c0034;club_varios_nombres;ALL BOYS;ALL BOYS BLANCO;ALL BOYS BLANCO;False;;535;2023,2024,2025,2026;ALL BOYS BLANCO;2 nombres normalizados distintos bajo «ALL BOYS». Puede ser varias categorías (A/B) o alias sin unificar.
c0034;club_varios_nombres;ALL BOYS;ALL BOYS NEGRO;ALL BOYS NEGRO;False;;336;2023,2024,2026;ALL BOYS BLANCO;2 nombres normalizados distintos bajo «ALL BOYS». Puede ser varias categorías (A/B) o alias sin unificar.
c0035;club_varios_nombres;ARGENTINO DE CASTELAR CENTRO;ARGENTINO DE CASTELAR CENTRO;ARGENTINO DE CASTELAR CENTRO;False;;485;2023,2024;ARGENTINO DE CASTELAR CENTRO;2 nombres normalizados distintos bajo «ARGENTINO DE CASTELAR CENTRO». Puede ser varias categorías (A/B) o alias sin unificar.
c0035;club_varios_nombres;ARGENTINO DE CASTELAR CENTRO;ARGENTINO DE CASTELAR CENTRO B;ARGENTINO DE CASTELAR CENTRO B;False;;189;2025,2026;ARGENTINO DE CASTELAR CENTRO;2 nombres normalizados distintos bajo «ARGENTINO DE CASTELAR CENTRO». Puede ser varias categorías (A/B) o alias sin unificar.
c0036;club_varios_nombres;ARGENTINO DE CASTELAR NORTE;ARGENTINO DE CASTELAR NORTE;ARGENTINO DE CASTELAR NORTE;False;;338;2023,2024;ARGENTINO DE CASTELAR NORTE;2 nombres normalizados distintos bajo «ARGENTINO DE CASTELAR NORTE». Puede ser varias categorías (A/B) o alias sin unificar.
c0036;club_varios_nombres;ARGENTINO DE CASTELAR NORTE;ARGENTINO DE CASTELAR NORTE A;ARGENTINO DE CASTELAR NORTE A;False;;200;2025,2026;ARGENTINO DE CASTELAR NORTE;2 nombres normalizados distintos bajo «ARGENTINO DE CASTELAR NORTE». Puede ser varias categorías (A/B) o alias sin unificar.
c0037;club_varios_nombres;BANCO NACION;BANCO NACION AZUL A;BANCO NACION AZUL A;False;;198;2025,2026;BANCO NACION AZUL A;2 nombres normalizados distintos bajo «BANCO NACION». Puede ser varias categorías (A/B) o alias sin unificar.
c0037;club_varios_nombres;BANCO NACION;BANCO NACION BLANCO B;BANCO NACION BLANCO B;False;;190;2025,2026;BANCO NACION AZUL A;2 nombres normalizados distintos bajo «BANCO NACION». Puede ser varias categorías (A/B) o alias sin unificar.
c0038;club_varios_nombres;BANCO PROVINCIA;BANCO PROVINCIA;BANCO PROVINCIA;False;;556;2023,2024,2025,2026;BANCO PROVINCIA;2 nombres normalizados distintos bajo «BANCO PROVINCIA». Puede ser varias categorías (A/B) o alias sin unificar.
c0038;club_varios_nombres;BANCO PROVINCIA;BANCO PROVINCIA B;BANCO PROVINCIA B;False;;147;2023;BANCO PROVINCIA;2 nombres normalizados distintos bajo «BANCO PROVINCIA». Puede ser varias categorías (A/B) o alias sin unificar.
c0039;club_varios_nombres;C.A.S.A PADUA;C.A.S.A PADUA A;C.A.S.A PADUA A;False;;557;2023,2024,2025,2026;C.A.S.A PADUA A;2 nombres normalizados distintos bajo «C.A.S.A PADUA». Puede ser varias categorías (A/B) o alias sin unificar.
c0039;club_varios_nombres;C.A.S.A PADUA;C.A.S.A PADUA B;C.A.S.A PADUA B;False;;501;2023,2024,2025,2026;C.A.S.A PADUA A;2 nombres normalizados distintos bajo «C.A.S.A PADUA». Puede ser varias categorías (A/B) o alias sin unificar.
c0040;alias_sin_mapear;C.S.D.Y C. MORENO;C.S.D.y C. Moreno;C.S.D.y C. Moreno;False;;158;2025,2026;C.S.D.y C. Moreno;"Varios textos crudos; ninguno está en equipos_map.json."
c0040;alias_sin_mapear;C.S.D.Y C. MORENO;C.S.D.y C. MORENO;C.S.D.y C. MORENO;False;;25;2025;C.S.D.y C. Moreno;"Varios textos crudos; ninguno está en equipos_map.json."
c0041;una_temporada;CAÑUELAS FC;CAÑUELAS FC - Sub19;CAÑUELAS FC;True;CAÑUELAS FC;26;2023;CAÑUELAS FC;«CAÑUELAS FC - Sub19» solo en 2023. ¿Mapear a «CAÑUELAS FC»?
c0041;una_temporada;CAÑUELAS FC;CAÑUELAS FC;CAÑUELAS FC;False;;506;2023,2024,2025,2026;CAÑUELAS FC;«CAÑUELAS FC - Sub19» solo en 2023. ¿Mapear a «CAÑUELAS FC»?
c0042;club_varios_nombres;CLUB TRES DE FEBRERO;CLUB TRES DE FEBRERO BLANCO;CLUB TRES DE FEBRERO BLANCO;True;CLUB TRES DE FEBRERO BLANCO;340;2023,2024;CLUB TRES DE FEBRERO BLANCO;2 nombres normalizados distintos bajo «CLUB TRES DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0042;club_varios_nombres;CLUB TRES DE FEBRERO;CLUB TRES DE FEBRERO AZUL;CLUB TRES DE FEBRERO AZUL;True;CLUB TRES DE FEBRERO AZUL;331;2023,2024;CLUB TRES DE FEBRERO BLANCO;2 nombres normalizados distintos bajo «CLUB TRES DE FEBRERO». Puede ser varias categorías (A/B) o alias sin unificar.
c0043;club_varios_nombres;COLEGIALES;COLEGIALES BLANCO;COLEGIALES BLANCO;False;;524;2023,2024,2025,2026;COLEGIALES BLANCO;2 nombres normalizados distintos bajo «COLEGIALES». Puede ser varias categorías (A/B) o alias sin unificar.
c0043;club_varios_nombres;COLEGIALES;COLEGIALES NEGRO;COLEGIALES NEGRO;False;;488;2023,2024,2025,2026;COLEGIALES BLANCO;2 nombres normalizados distintos bajo «COLEGIALES». Puede ser varias categorías (A/B) o alias sin unificar.
c0044;club_varios_nombres;DEP. MORON;DEP. MORON BLANCO;DEP. MORON BLANCO;False;;506;2023,2024,2025;DEP. MORON BLANCO;2 nombres normalizados distintos bajo «DEP. MORON». Puede ser varias categorías (A/B) o alias sin unificar.
c0044;club_varios_nombres;DEP. MORON;DEP. MORON ROJO;DEP. MORON ROJO;False;;399;2023,2024,2025;DEP. MORON BLANCO;2 nombres normalizados distintos bajo «DEP. MORON». Puede ser varias categorías (A/B) o alias sin unificar.
c0045;club_varios_nombres;DEPORTIVO CROVARA;"DEPORTIVO CROVARA  ""A""";"DEPORTIVO CROVARA  ""A""";False;;532;2023,2024,2025,2026;"DEPORTIVO CROVARA  ""A""";2 nombres normalizados distintos bajo «DEPORTIVO CROVARA». Puede ser varias categorías (A/B) o alias sin unificar.
c0045;club_varios_nombres;DEPORTIVO CROVARA;DEPORTIVO CROVARA B;DEPORTIVO CROVARA B;False;;432;2023,2024,2025,2026;"DEPORTIVO CROVARA  ""A""";2 nombres normalizados distintos bajo «DEPORTIVO CROVARA». Puede ser varias categorías (A/B) o alias sin unificar.
c0046;club_varios_nombres;G.E DE LOMAS DE ZAMORA;G.E DE LOMAS DE ZAMORA A;G.E DE LOMAS DE ZAMORA A;False;;345;2023,2024;G.E DE LOMAS DE ZAMORA A;2 nombres normalizados distintos bajo «G.E DE LOMAS DE ZAMORA». Puede ser varias categorías (A/B) o alias sin unificar.
c0046;club_varios_nombres;G.E DE LOMAS DE ZAMORA;G.E DE LOMAS DE ZAMORA B;G.E DE LOMAS DE ZAMORA B;False;;329;2023,2024;G.E DE LOMAS DE ZAMORA A;2 nombres normalizados distintos bajo «G.E DE LOMAS DE ZAMORA». Puede ser varias categorías (A/B) o alias sin unificar.
c0047;club_varios_nombres;GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA;GIMNASIA y ESGRIMA DE LOMAS DE ZAMORA;GIMNASIA y ESGRIMA DE LOMAS DE ZAMORA;False;;201;2025,2026;GIMNASIA y ESGRIMA DE LOMAS DE ZAMORA;2 nombres normalizados distintos bajo «GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA». Puede ser varias categorías (A/B) o alias sin unificar.
c0047;club_varios_nombres;GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA;GIMNASIA y ESGRIMA DE LOMAS DE ZAMORA B;GIMNASIA y ESGRIMA DE LOMAS DE ZAMORA B;False;;173;2025,2026;GIMNASIA y ESGRIMA DE LOMAS DE ZAMORA;2 nombres normalizados distintos bajo «GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA». Puede ser varias categorías (A/B) o alias sin unificar.
c0048;club_varios_nombres;GIMNASIA Y ESGRIMA LA;GIMNASIA Y ESGRIMA LA PLATA B;GIMNASIA Y ESGRIMA LA PLATA B;False;;60;2026;GIMNASIA Y ESGRIMA LA PLATA B;2 nombres normalizados distintos bajo «GIMNASIA Y ESGRIMA LA». Puede ser varias categorías (A/B) o alias sin unificar.
c0048;club_varios_nombres;GIMNASIA Y ESGRIMA LA;GIMNASIA Y ESGRIMA LA PLATA A;GIMNASIA Y ESGRIMA LA PLATA A;False;;36;2026;GIMNASIA Y ESGRIMA LA PLATA B;2 nombres normalizados distintos bajo «GIMNASIA Y ESGRIMA LA». Puede ser varias categorías (A/B) o alias sin unificar.
c0049;club_varios_nombres;HURACAN DE SAN JUSTO;HURACAN DE SAN JUSTO ROJO;HURACAN DE SAN JUSTO ROJO;False;;540;2023,2024,2025,2026;HURACAN DE SAN JUSTO ROJO;2 nombres normalizados distintos bajo «HURACAN DE SAN JUSTO». Puede ser varias categorías (A/B) o alias sin unificar.
c0049;club_varios_nombres;HURACAN DE SAN JUSTO;HURACAN DE SAN JUSTO BLANCO;HURACAN DE SAN JUSTO BLANCO;False;;414;2023,2024,2025,2026;HURACAN DE SAN JUSTO ROJO;2 nombres normalizados distintos bajo «HURACAN DE SAN JUSTO». Puede ser varias categorías (A/B) o alias sin unificar.
c0050;club_varios_nombres;INDEPENDIENTE;INDEPENDIENTE;INDEPENDIENTE;False;;419;2023,2024,2025,2026;INDEPENDIENTE;2 nombres normalizados distintos bajo «INDEPENDIENTE». Puede ser varias categorías (A/B) o alias sin unificar.
c0050;club_varios_nombres;INDEPENDIENTE;INDEPENDIENTE ROJO;INDEPENDIENTE ROJO;False;;105;2025;INDEPENDIENTE;2 nombres normalizados distintos bajo «INDEPENDIENTE». Puede ser varias categorías (A/B) o alias sin unificar.
c0051;club_varios_nombres;INDIOS U11;INDIOS U11 NEGRO;INDIOS U11 NEGRO;False;;28;2025;INDIOS U11 NEGRO;2 nombres normalizados distintos bajo «INDIOS U11». Puede ser varias categorías (A/B) o alias sin unificar.
c0051;club_varios_nombres;INDIOS U11;INDIOS U11 BLANCO;INDIOS U11 BLANCO;False;;25;2025;INDIOS U11 NEGRO;2 nombres normalizados distintos bajo «INDIOS U11». Puede ser varias categorías (A/B) o alias sin unificar.
c0052;club_varios_nombres;INDIOS U13;INDIOS U13 BLANCO;INDIOS U13 BLANCO;False;;30;2025;INDIOS U13 BLANCO;2 nombres normalizados distintos bajo «INDIOS U13». Puede ser varias categorías (A/B) o alias sin unificar.
c0052;club_varios_nombres;INDIOS U13;INDIOS U13 NEGRO;INDIOS U13 NEGRO;False;;30;2025;INDIOS U13 BLANCO;2 nombres normalizados distintos bajo «INDIOS U13». Puede ser varias categorías (A/B) o alias sin unificar.
c0053;club_varios_nombres;INDIOS U15;INDIOS U15 BLANCO;INDIOS U15 BLANCO;False;;29;2025;INDIOS U15 BLANCO;2 nombres normalizados distintos bajo «INDIOS U15». Puede ser varias categorías (A/B) o alias sin unificar.
c0053;club_varios_nombres;INDIOS U15;INDIOS U15 NEGRO;INDIOS U15 NEGRO;False;;29;2025;INDIOS U15 BLANCO;2 nombres normalizados distintos bajo «INDIOS U15». Puede ser varias categorías (A/B) o alias sin unificar.
c0054;club_varios_nombres;INDIOS U17;INDIOS U17 BLANCO;INDIOS U17 BLANCO;False;;30;2025;INDIOS U17 BLANCO;2 nombres normalizados distintos bajo «INDIOS U17». Puede ser varias categorías (A/B) o alias sin unificar.
c0054;club_varios_nombres;INDIOS U17;INDIOS U17 NEGRO;INDIOS U17 NEGRO;False;;28;2025;INDIOS U17 BLANCO;2 nombres normalizados distintos bajo «INDIOS U17». Puede ser varias categorías (A/B) o alias sin unificar.
c0055;club_varios_nombres;INDIOS U21;INDIOS U21 NEGRO;INDIOS U21 NEGRO;False;;31;2025;INDIOS U21 NEGRO;2 nombres normalizados distintos bajo «INDIOS U21». Puede ser varias categorías (A/B) o alias sin unificar.
c0055;club_varios_nombres;INDIOS U21;INDIOS U21 BLANCO;INDIOS U21 BLANCO;False;;28;2025;INDIOS U21 NEGRO;2 nombres normalizados distintos bajo «INDIOS U21». Puede ser varias categorías (A/B) o alias sin unificar.
c0056;club_varios_nombres;INDIOS U9;INDIOS U9 NEGRO;INDIOS U9 NEGRO;False;;27;2025;INDIOS U9 NEGRO;2 nombres normalizados distintos bajo «INDIOS U9». Puede ser varias categorías (A/B) o alias sin unificar.
c0056;club_varios_nombres;INDIOS U9;INDIOS U9 BLANCO;INDIOS U9 BLANCO;False;;23;2025;INDIOS U9 NEGRO;2 nombres normalizados distintos bajo «INDIOS U9». Puede ser varias categorías (A/B) o alias sin unificar.
c0057;club_varios_nombres;ITALIANO;ITALIANO;ITALIANO;False;;536;2023,2024,2025,2026;ITALIANO;2 nombres normalizados distintos bajo «ITALIANO». Puede ser varias categorías (A/B) o alias sin unificar.
c0057;club_varios_nombres;ITALIANO;ITALIANO B;ITALIANO B;False;;493;2023,2024,2025,2026;ITALIANO;2 nombres normalizados distintos bajo «ITALIANO». Puede ser varias categorías (A/B) o alias sin unificar.
c0058;club_varios_nombres;LANUS;LANUS A;LANUS A;False;;550;2023,2024,2025,2026;LANUS A;2 nombres normalizados distintos bajo «LANUS». Puede ser varias categorías (A/B) o alias sin unificar.
c0058;club_varios_nombres;LANUS;LANUS B;LANUS B;False;;500;2023,2024,2025,2026;LANUS A;2 nombres normalizados distintos bajo «LANUS». Puede ser varias categorías (A/B) o alias sin unificar.
c0059;club_varios_nombres;LAS HERAS;LAS HERAS A;LAS HERAS A;False;;533;2023,2024,2025,2026;LAS HERAS A;2 nombres normalizados distintos bajo «LAS HERAS». Puede ser varias categorías (A/B) o alias sin unificar.
c0059;club_varios_nombres;LAS HERAS;LAS HERAS B;LAS HERAS B;False;;294;2023,2024;LAS HERAS A;2 nombres normalizados distintos bajo «LAS HERAS». Puede ser varias categorías (A/B) o alias sin unificar.
c0060;club_varios_nombres;LOS INDIOS CADETES;LOS INDIOS CADETES A;LOS INDIOS CADETES A;False;;5;2026;LOS INDIOS CADETES A;2 nombres normalizados distintos bajo «LOS INDIOS CADETES». Puede ser varias categorías (A/B) o alias sin unificar.
c0060;club_varios_nombres;LOS INDIOS CADETES;LOS INDIOS CADETES B;LOS INDIOS CADETES B;False;;5;2026;LOS INDIOS CADETES A;2 nombres normalizados distintos bajo «LOS INDIOS CADETES». Puede ser varias categorías (A/B) o alias sin unificar.
c0061;club_varios_nombres;LOS INDIOS DE MORENO;LOS INDIOS DE MORENO NEGRO;LOS INDIOS DE MORENO NEGRO;False;;344;2023,2024;LOS INDIOS DE MORENO NEGRO;2 nombres normalizados distintos bajo «LOS INDIOS DE MORENO». Puede ser varias categorías (A/B) o alias sin unificar.
c0061;club_varios_nombres;LOS INDIOS DE MORENO;LOS INDIOS DE MORENO BLANCO;LOS INDIOS DE MORENO BLANCO;False;;339;2023,2024;LOS INDIOS DE MORENO NEGRO;2 nombres normalizados distintos bajo «LOS INDIOS DE MORENO». Puede ser varias categorías (A/B) o alias sin unificar.
c0062;club_varios_nombres;LOS INDIOS INFANTILES;LOS INDIOS INFANTILES A;LOS INDIOS INFANTILES A;False;;5;2026;LOS INDIOS INFANTILES A;2 nombres normalizados distintos bajo «LOS INDIOS INFANTILES». Puede ser varias categorías (A/B) o alias sin unificar.
c0062;club_varios_nombres;LOS INDIOS INFANTILES;LOS INDIOS INFANTILES B;LOS INDIOS INFANTILES B;False;;5;2026;LOS INDIOS INFANTILES A;2 nombres normalizados distintos bajo «LOS INDIOS INFANTILES». Puede ser varias categorías (A/B) o alias sin unificar.
c0063;club_varios_nombres;LOS INDIOS JUVENILES;LOS INDIOS JUVENILES A;LOS INDIOS JUVENILES A;False;;5;2026;LOS INDIOS JUVENILES A;2 nombres normalizados distintos bajo «LOS INDIOS JUVENILES». Puede ser varias categorías (A/B) o alias sin unificar.
c0063;club_varios_nombres;LOS INDIOS JUVENILES;LOS INDIOS JUVENILES B;LOS INDIOS JUVENILES B;False;;5;2026;LOS INDIOS JUVENILES A;2 nombres normalizados distintos bajo «LOS INDIOS JUVENILES». Puede ser varias categorías (A/B) o alias sin unificar.
c0064;club_varios_nombres;LOS INDIOS LIGA PROXIMA;LOS INDIOS LIGA PROXIMA A;LOS INDIOS LIGA PROXIMA A;False;;5;2026;LOS INDIOS LIGA PROXIMA A;2 nombres normalizados distintos bajo «LOS INDIOS LIGA PROXIMA». Puede ser varias categorías (A/B) o alias sin unificar.
c0064;club_varios_nombres;LOS INDIOS LIGA PROXIMA;LOS INDIOS LIGA PROXIMA B;LOS INDIOS LIGA PROXIMA B;False;;5;2026;LOS INDIOS LIGA PROXIMA A;2 nombres normalizados distintos bajo «LOS INDIOS LIGA PROXIMA». Puede ser varias categorías (A/B) o alias sin unificar.
c0065;club_varios_nombres;LOS INDIOS MINI;LOS INDIOS MINI A;LOS INDIOS MINI A;False;;5;2026;LOS INDIOS MINI A;2 nombres normalizados distintos bajo «LOS INDIOS MINI». Puede ser varias categorías (A/B) o alias sin unificar.
c0065;club_varios_nombres;LOS INDIOS MINI;LOS INDIOS MINI B;LOS INDIOS MINI B;False;;5;2026;LOS INDIOS MINI A;2 nombres normalizados distintos bajo «LOS INDIOS MINI». Puede ser varias categorías (A/B) o alias sin unificar.
c0066;club_varios_nombres;LOS INDIOS PREMINI;LOS INDIOS PREMINI A;LOS INDIOS PREMINI A;False;;5;2026;LOS INDIOS PREMINI A;2 nombres normalizados distintos bajo «LOS INDIOS PREMINI». Puede ser varias categorías (A/B) o alias sin unificar.
c0066;club_varios_nombres;LOS INDIOS PREMINI;LOS INDIOS PREMINI B;LOS INDIOS PREMINI B;False;;5;2026;LOS INDIOS PREMINI A;2 nombres normalizados distintos bajo «LOS INDIOS PREMINI». Puede ser varias categorías (A/B) o alias sin unificar.
c0067;club_varios_nombres;NAUTICO BUCHARDO;NAUTICO BUCHARDO A;NAUTICO BUCHARDO A;False;;542;2023,2024,2025,2026;NAUTICO BUCHARDO A;2 nombres normalizados distintos bajo «NAUTICO BUCHARDO». Puede ser varias categorías (A/B) o alias sin unificar.
c0067;club_varios_nombres;NAUTICO BUCHARDO;NAUTICO BUCHARDO B;NAUTICO BUCHARDO B;False;;507;2023,2024,2025,2026;NAUTICO BUCHARDO A;2 nombres normalizados distintos bajo «NAUTICO BUCHARDO». Puede ser varias categorías (A/B) o alias sin unificar.
c0068;alias_sin_mapear;OLIMPO FLEX;OLIMPO flex;OLIMPO flex;False;;55;2024;OLIMPO flex;"Varios textos crudos; ninguno está en equipos_map.json."
c0068;alias_sin_mapear;OLIMPO FLEX;OLIMPO Flex;OLIMPO Flex;False;;10;2024;OLIMPO flex;"Varios textos crudos; ninguno está en equipos_map.json."
