año,region,equipo,win_pct,partidos
2022,NORTE,BANADE,0.3627450980392157,102
2022,NORTE,BANCO NACIÓN,0.2647058823529412,102
2022,NORTE,BANCO PROVINCIA,0.46534653465346537,101
2022,NORTE,CAZA Y PESCA A,0.8090909090909091,110
2022,NORTE,CAZA Y PESCA B,0.5851063829787234,94
2022,NORTE,CENTRO GALICIA,0.5510204081632653,98
2022,NORTE,CIUDAD DE BUENOS AIRES A,0.625,40
2022,NORTE,CLUB 12 DE OCTUBRE,0.26436781609195403,87
2022,NORTE,CLUB SPORTIVO PILAR,0.673469387755102,98
2022,NORTE,CLUB TRES DE FEBRERO AZUL,0.5961538461538461,104
2022,NORTE,CLUB TRES DE FEBRERO BLANCO,0.7946428571428571,112
2022,NORTE,COOPERATIVA TORTUGUITAS,0.41836734693877553,98
2022,NORTE,DEP. MORON ROJO,0.11235955056179775,89
2022,NORTE,DEPORTIVO SAN ANDRES,0.3137254901960784,102
2022,NORTE,HEBRAICA,0.5656565656565656,99
2022,NORTE,LAS HERAS A,0.3,100
2022,NORTE,LAS HERAS B,0.358695652173913,92
2022,NORTE,NAUTICO BUCHARDO A,0.5098039215686274,102
2022,NORTE,NAUTICO BUCHARDO B,0.42857142857142855,84
2022,NORTE,NAUTICO HACOAJ AZUL,0.32989690721649484,97
2022,NORTE,NAUTICO HACOAJ BLANCO,0.38235294117647056,102
2022,NORTE,OBRAS NORTE,0.825,40
2022,NORTE,PLATENSE BLANCO,0.31958762886597936,97
2022,NORTE,PORTEÑO ATLETICO CLUB,0.7628865979381443,97
2022,NORTE,RIVER PLATE,0.85,40
2022,NORTE,SAN FERNANDO AZUL,0.7,40
2022,NORTE,SAN FERNANDO BLANCO,0.18292682926829268,82
2022,NORTE,SOCIAL BECCAR,0.4854368932038835,103
2022,NORTE,SPORTIVO ESCOBAR,0.8425925925925926,108
2022,NORTE,SPORTIVO VILLA BALLESTER,0.36633663366336633,101
2022,NORTE,U.V.V.ADELINA,0.4019607843137255,102
2022,NORTE,UNION FLORIDA,0.5490196078431373,102
2022,NORTE,UNION VECINAL DE MUNRO,0.6571428571428571,105
2022,NORTE,VICTORIA,0.8842105263157894,95
2022,OESTE,A.F.A.L.P.  B,0.08,25
2022,OESTE,A.F.A.L.P. A,0.6601941747572816,103
2022,OESTE,A.F.A.L.P. B,0.1643835616438356,73
2022,OESTE,ARGENTINO DE CASTELAR CENTRO,0.75,108
2022,OESTE,ARGENTINO DE CASTELAR NORTE,0.825,40
2022,OESTE,C.A.S.A PADUA A,0.725,40
2022,OESTE,C.A.S.A PADUA B,0.32038834951456313,103
2022,OESTE,CEDEM,0.29,100
2022,OESTE,CENTRO ESPAÑOL,0.38613861386138615,101
2022,OESTE,CIUDADELA NORTE,0.38,100
2022,OESTE,CLARIDAD,0.7087378640776699,103
2022,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES,0.49514563106796117,103
2022,OESTE,Club GEI AZUL,0.6788990825688074,109
2022,OESTE,Club GEI BLANCO,0.4752475247524752,101
2022,OESTE,DEFENSORES DE HURLINGHAM VERDE,0.46534653465346537,101
2022,OESTE,DEFENSORES DE SANTOS LUGARES,0.39805825242718446,103
2022,OESTE,DEP. MORON BLANCO,0.25,100
2022,OESTE,EL PALOMAR,0.48514851485148514,101
2022,OESTE,ESTUDIANTIL PORTEÑO A,0.7272727272727273,110
2022,OESTE,ESTUDIANTIL PORTEÑO B,0.4158415841584158,101
2022,OESTE,HURACAN DE SAN JUSTO BLANCO,0.26262626262626265,99
2022,OESTE,HURACAN DE SAN JUSTO ROJO,0.47572815533980584,103
2022,OESTE,INSTITUCION SARMIENTO VERDE,0.575,40
2022,OESTE,ITALIANO DE JOSE C PAZ,0.5922330097087378,103
2022,OESTE,LEANDRO N ALEM,0.15,100
2022,OESTE,LOS INDIOS DE MORENO BLANCO,0.28,100
2022,OESTE,LOS INDIOS DE MORENO NEGRO,0.775,40
2022,OESTE,MIDLAND,0.6039603960396039,101
2022,OESTE,MORON A,0.6880733944954128,109
2022,OESTE,MORON B,0.6407766990291263,103
2022,OESTE,NOLTING,0.5462962962962963,108
2022,OESTE,PRESIDENTE DERQUI,0.9459459459459459,111
2022,OESTE,RAMOS MEJIA LTC,0.4326923076923077,104
2022,OESTE,SAN MIGUEL,0.7777777777777778,108
2022,OESTE,SITAS,0.27450980392156865,102
2022,OESTE,UNITARIOS DE MARCOS PAZ,0.27722772277227725,101
2022,OESTE,UNLAM A,0.5048543689320388,103
2022,SUR,BERAZATEGUI,0.5192307692307693,104
2022,SUR,"BOCA JUNIORS  ""B""",0.84,25
2022,SUR,BOCA JUNIORS AMARILLO,0.5555555555555556,72
