anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,diferencia,ganador,perdedor,is_forfeit,age_group,genero
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,GEBA-FERROCARRIL OESTE C,1,08/12/2024,GEBA,97,FERROCARRIL OESTE C,45,52,GEBA,FERROCARRIL OESTE C,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,COPELLO-PINOCHO BLANCO,1,08/12/2024,COLEGIO COPELLO,74,PINOCHO BLANCO,46,28,COLEGIO COPELLO,PINOCHO BLANCO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,ESTRELLA DE BOEDO-ARGENTINOS JUNIORS,1,08/12/2024,ESTRELLA DE BOEDO,65,ARGENTINOS JUNIORS,59,6,ESTRELLA DE BOEDO,ARGENTINOS JUNIORS,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,CIUDAD DE BUENOS AIRES B-VELEZ SARSFIELD AZUL,1,08/12/2024,CIUDAD DE BUENOS AIRES B,72,VELEZ SARSFIELD AZUL,52,20,CIUDAD DE BUENOS AIRES B,VELEZ SARSFIELD AZUL,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,CENTRO,GEBA-COPELLO,1,15/12/2024,GEBA,67,COLEGIO COPELLO,62,5,GEBA,COLEGIO COPELLO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,CENTRO,CIUDAD DE BUENOS AIRES B-ESTRELLA DE BOEDO,1,15/12/2024,CIUDAD DE BUENOS AIRES B,66,ESTRELLA DE BOEDO,60,6,CIUDAD DE BUENOS AIRES B,ESTRELLA DE BOEDO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,2,CENTRO,GEBA-CIUDAD DE BUENOS AIRES B,1,22/12/2024,GEBA,74,CIUDAD DE BUENOS AIRES B,51,23,GEBA,CIUDAD DE BUENOS AIRES B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,CIRCULO URQUIZA AZUL-CLUB SOCIAL Y DEPORTIVO ARENAL,1,08/12/2024,CIRCULO URQUIZA A,63,CLUB SOCIAL Y DEPORTIVO ARENAL,45,18,CIRCULO URQUIZA A,CLUB SOCIAL Y DEPORTIVO ARENAL,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,COOPERATIVA TORTUGUITAS-YUPANQUI,1,08/12/2024,COOPERATIVA TORTUGUITAS,72,YUPANQUI,58,14,COOPERATIVA TORTUGUITAS,YUPANQUI,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,ARMENIA-HEBRAICA,1,08/12/2024,ARMENIA,42,HEBRAICA,70,28,HEBRAICA,ARMENIA,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,CENTRO,U.V.V.ADELINA-CLUB TRES DE FEBRERO AZUL,1,08/12/2024,U.V.V.ADELINA,76,CLUB TRES DE FEBRERO B,42,34,U.V.V.ADELINA,CLUB TRES DE FEBRERO B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,CENTRO,CIRCULO URQUIZA AZUL-COOPERATIVA TORTUGUITAS,1,15/12/2024,CIRCULO URQUIZA A,51,COOPERATIVA TORTUGUITAS,45,6,CIRCULO URQUIZA A,COOPERATIVA TORTUGUITAS,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,CENTRO,U.V.V.ADELINA-HEBRAICA,1,15/12/2024,U.V.V.ADELINA,71,HEBRAICA,66,5,U.V.V.ADELINA,HEBRAICA,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,2,CENTRO,CIRCULO URQUIZA AZUL-U.V.V.ADELINA,1,22/12/2024,CIRCULO URQUIZA A,51,U.V.V.ADELINA,48,3,CIRCULO URQUIZA A,U.V.V.ADELINA,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,SUR,VILLEGAS BASQUET-GUILLON BASQUET,1,08/12/2024,VILLEGAS BASQUET,69,GUILLON BASQUET,40,29,VILLEGAS BASQUET,GUILLON BASQUET,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-JUVENTUD UNIDA,1,08/12/2024,G.E DE LOMAS DE ZAMORA B,88,JUVENTUD UNIDA,58,30,G.E DE LOMAS DE ZAMORA B,JUVENTUD UNIDA,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,SUR,LUZ Y ARTE-CLUB SOCIAL EZEIZA,1,08/12/2024,LUZ Y ARTE,61,CLUB SOCIAL EZEIZA,69,8,CLUB SOCIAL EZEIZA,LUZ Y ARTE,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,SUR,COUNTRY BANFIELD-COLON FC,1,08/12/2024,COUNTRY BANFIELD A,66,COLON FC,55,11,COUNTRY BANFIELD A,COLON FC,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,SUR,VILLEGAS BASQUET-G.E DE LOMAS DE ZAMORA B,1,15/12/2024,VILLEGAS BASQUET,53,G.E DE LOMAS DE ZAMORA B,61,8,G.E DE LOMAS DE ZAMORA B,VILLEGAS BASQUET,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,SUR,COUNTRY BANFIELD-CLUB SOCIAL EZEIZA,1,15/12/2024,COUNTRY BANFIELD A,77,CLUB SOCIAL EZEIZA,69,8,COUNTRY BANFIELD A,CLUB SOCIAL EZEIZA,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-COUNTRY BANFIELD,1,22/12/2024,G.E DE LOMAS DE ZAMORA B,69,COUNTRY BANFIELD A,40,29,G.E DE LOMAS DE ZAMORA B,COUNTRY BANFIELD A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,OESTE,UNITARIOS DE MARCOS PAZ-EL PALOMAR,1,08/12/2024,UNITARIOS DE MARCOS PAZ,76,EL PALOMAR,44,32,UNITARIOS DE MARCOS PAZ,EL PALOMAR,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,OESTE,SITAS-CLUB PORTUGUES DEL GRAN BUENOS AIRES,1,08/12/2024,SITAS,76,CLUB PORTUGUES DEL GRAN BUENOS AIRES,70,6,SITAS,CLUB PORTUGUES DEL GRAN BUENOS AIRES,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,OESTE,MORON B-Club GEI BLANCO,1,08/12/2024,MORON B,54,GEI B,39,15,MORON B,GEI B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,2,OESTE,CLUB CEPA-CIUDADELA NORTE,1,08/12/2024,CLUB CEPA,71,CIUDADELA NORTE,56,15,CLUB CEPA,CIUDADELA NORTE,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,OESTE,UNITARIOS DE MARCOS PAZ-SITAS,1,15/12/2024,UNITARIOS DE MARCOS PAZ,91,SITAS,53,38,UNITARIOS DE MARCOS PAZ,SITAS,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,2,OESTE,CLUB CEPA-MORON B,1,15/12/2024,CLUB CEPA,53,MORON B,45,8,CLUB CEPA,MORON B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,2,OESTE,UNITARIOS DE MARCOS PAZ-CLUB CEPA,1,22/12/2024,UNITARIOS DE MARCOS PAZ,59,CLUB CEPA,64,5,CLUB CEPA,UNITARIOS DE MARCOS PAZ,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,SUR,RACING CLUB-LANUS B,1,08/12/2024,RACING CLUB,85,LANUS B,76,9,RACING CLUB,LANUS B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,SUR,CAÑUELAS FC-MONTE GRANDE ROJO,1,08/12/2024,CAÑUELAS FC,79,MONTE GRANDE A,67,12,CAÑUELAS FC,MONTE GRANDE A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,1,SUR,RACING CLUB-CAÑUELAS FC,1,08/12/2024,RACING CLUB,78,CAÑUELAS FC,80,2,CAÑUELAS FC,RACING CLUB,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,PINOCHO-WILDE SPORTING,1,01/12/2024,PINOCHO,77,WILDE SPORTING,55,22,PINOCHO,WILDE SPORTING,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,BOCA JUNIORS AZUL-ESTUDIANTIL PORTEÑO A,1,01/12/2024,BOCA JUNIORS A,64,ESTUDIANTIL PORTEÑO A,73,9,ESTUDIANTIL PORTEÑO A,BOCA JUNIORS A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,LANUS A-GEVP BLANCO,1,01/12/2024,LANUS A,90,GEVP A,59,31,LANUS A,GEVP A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,CLUB TRES DE FEBRERO BLANCO-FERROCARRIL OESTE A,1,01/12/2024,CLUB TRES DE FEBRERO A,64,FERROCARRIL OESTE A,80,16,FERROCARRIL OESTE A,CLUB TRES DE FEBRERO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,INTERCONFERENCIA A,INTERCONFERENCIA,PINOCHO-ESTUDIANTIL PORTEÑO A,1,08/12/2024,PINOCHO,82,ESTUDIANTIL PORTEÑO A,68,14,PINOCHO,ESTUDIANTIL PORTEÑO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,INTERCONFERENCIA A,INTERCONFERENCIA,LANUS A-FERROCARRIL OESTE A,1,08/12/2024,LANUS A,54,FERROCARRIL OESTE A,79,25,FERROCARRIL OESTE A,LANUS A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,PINOCHO-FERROCARRIL OESTE A,1,15/12/2024,PINOCHO,51,FERROCARRIL OESTE A,62,11,FERROCARRIL OESTE A,PINOCHO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,SUR,RACING CLUB-TEMPERLEY,1,01/12/2024,RACING CLUB,74,TEMPERLEY,57,17,RACING CLUB,TEMPERLEY,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,SUR,- EQUIPO POR DETERMINAR --CLUB SOCIAL ALEJANDRO KORN,1,01/12/2024,- EQUIPO POR DETERMINAR -,66,CLUB SOCIAL ALEJANDRO KORN,50,16,- EQUIPO POR DETERMINAR -,CLUB SOCIAL ALEJANDRO KORN,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,SUR,LANUS B-DEFENSORES DE BANFIELD,1,01/12/2024,LANUS B,82,DEFENSORES DE BANFIELD,65,17,LANUS B,DEFENSORES DE BANFIELD,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,SUR,CAÑUELAS FC-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,1,01/12/2024,CAÑUELAS FC,79,CLUB GIMNASIA Y ESGRIMA LA PLATA A,56,23,CAÑUELAS FC,CLUB GIMNASIA Y ESGRIMA LA PLATA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,OESTE,A.F.A.L.P. A-DEFENSORES DE HURLINGHAM VERDE,1,01/12/2024,A.F.A.L.P. A,62,DEFENSORES DE HURLINGHAM A,58,4,A.F.A.L.P. A,DEFENSORES DE HURLINGHAM A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,OESTE,PORTEÑO ATLETICO CLUB-NOLTING,1,01/12/2024,PORTEÑO ATLETICO CLUB A,97,NOLTING,79,18,PORTEÑO ATLETICO CLUB A,NOLTING,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,OESTE,SAN MIGUEL-LOS INDIOS DE MORENO BLANCO,1,01/12/2024,SAN MIGUEL A,68,LOS INDIOS DE MORENO B,54,14,SAN MIGUEL A,LOS INDIOS DE MORENO B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,OESTE,HURACAN DE SAN JUSTO ROJO-MIDLAND,1,01/12/2024,HURACAN DE SAN JUSTO ROJO,99,MIDLAND,109,10,MIDLAND,HURACAN DE SAN JUSTO ROJO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,OESTE,A.F.A.L.P. A-PORTEÑO ATLETICO CLUB,1,08/12/2024,A.F.A.L.P. A,62,PORTEÑO ATLETICO CLUB A,54,8,A.F.A.L.P. A,PORTEÑO ATLETICO CLUB A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,OESTE,SAN MIGUEL-MIDLAND,1,08/12/2024,SAN MIGUEL A,71,MIDLAND,82,11,MIDLAND,SAN MIGUEL A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,1,OESTE,A.F.A.L.P. A-MIDLAND,1,15/12/2024,A.F.A.L.P. A,78,MIDLAND,61,17,A.F.A.L.P. A,MIDLAND,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB ATLETICO PILAR-NAUTICO HACOAJ BLANCO,1,01/12/2024,CLUB ATLETICO PILAR,66,NAUTICO HACOAJ A,34,32,CLUB ATLETICO PILAR,NAUTICO HACOAJ A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,NORTE,LAS HERAS A-SOCIAL BECCAR,1,01/12/2024,LAS HERAS A,52,SOCIAL BECCAR,54,2,SOCIAL BECCAR,LAS HERAS A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,NORTE,UNION VECINAL DE MUNRO-OBRAS NORTE,1,01/12/2024,UNION VECINAL DE MUNRO,82,OBRAS B,73,9,UNION VECINAL DE MUNRO,OBRAS B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,NORTE,BANCO NACIÓN-BANCO PROVINCIA,1,01/12/2024,BANCO NACION A,70,BANCO PROVINCIA A,54,16,BANCO NACION A,BANCO PROVINCIA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,NORTE,CLUB ATLETICO PILAR-SOCIAL BECCAR,1,08/12/2024,CLUB ATLETICO PILAR,86,SOCIAL BECCAR,71,15,CLUB ATLETICO PILAR,SOCIAL BECCAR,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,NORTE,BANCO NACIÓN-UNION VECINAL DE MUNRO,1,08/12/2024,BANCO NACION A,50,UNION VECINAL DE MUNRO,75,25,UNION VECINAL DE MUNRO,BANCO NACION A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,1,NORTE,CLUB ATLETICO PILAR-UNION VECINAL DE MUNRO,1,15/12/2024,CLUB ATLETICO PILAR,74,UNION VECINAL DE MUNRO,67,7,CLUB ATLETICO PILAR,UNION VECINAL DE MUNRO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,CENTRO,"PLATENSE MARRON-DEPORTIVO CROVARA  ""A""",1,01/12/2024,PLATENSE MARRON,105,DEPORTIVO CROVARA A,58,47,PLATENSE MARRON,DEPORTIVO CROVARA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,CENTRO,APV-ALL BOYS BLANCO,1,01/12/2024,APV,81,ALL BOYS A,95,14,ALL BOYS A,APV,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,CENTRO,ITALIANO-GEVP CELESTE,1,01/12/2024,ITALIANO A,45,GEVP B,60,15,GEVP B,ITALIANO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,1,CENTRO,EL TALAR-JOSE HERNANDEZ A,1,01/12/2024,EL TALAR,80,JOSE HERNANDEZ A,67,13,EL TALAR,JOSE HERNANDEZ A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,CENTRO,PLATENSE MARRON-ALL BOYS BLANCO,1,08/12/2024,PLATENSE MARRON,101,ALL BOYS A,92,9,PLATENSE MARRON,ALL BOYS A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,1,CENTRO,EL TALAR-GEVP CELESTE,1,08/12/2024,EL TALAR,79,GEVP B,72,7,EL TALAR,GEVP B,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,1,CENTRO,PLATENSE MARRON-EL TALAR,1,15/12/2024,PLATENSE MARRON,75,EL TALAR,61,14,PLATENSE MARRON,EL TALAR,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,OBRAS CENTRO-BERAZATEGUI,1,01/12/2024,OBRAS A,96,BERAZATEGUI,48,48,OBRAS A,BERAZATEGUI,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,LOS INDIOS DE MORENO NEGRO-SAN LORENZO AZUL,1,01/12/2024,LOS INDIOS DE MORENO A,67,SAN LORENZO A,75,8,SAN LORENZO A,LOS INDIOS DE MORENO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,CIUDAD DE BUENOS AIRES A-C.A.S.A PADUA A,1,01/12/2024,CIUDAD DE BUENOS AIRES A,69,C.A.S.A PADUA A,74,5,C.A.S.A PADUA A,CIUDAD DE BUENOS AIRES A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,CLARIDAD-SAN FERNANDO AZUL,1,01/12/2024,CLARIDAD,96,SAN FERNANDO A,64,32,CLARIDAD,SAN FERNANDO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,INTERCONFERENCIA B,INTERCONFERENCIA,OBRAS CENTRO-SAN LORENZO AZUL,1,08/12/2024,OBRAS A,78,SAN LORENZO A,56,22,OBRAS A,SAN LORENZO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,SEMIFINAL,INTERCONFERENCIA B,INTERCONFERENCIA,CLARIDAD-C.A.S.A PADUA A,1,08/12/2024,CLARIDAD,85,C.A.S.A PADUA A,91,6,C.A.S.A PADUA A,CLARIDAD,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,OBRAS CENTRO-C.A.S.A PADUA A,1,15/12/2024,OBRAS A,82,C.A.S.A PADUA A,81,1,OBRAS A,C.A.S.A PADUA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,ESTUDIANTIL PORTEÑO A-ARGENTINO DE CASTELAR NORTE,1,24/11/2024,ESTUDIANTIL PORTEÑO A,88,ARGENTINO DE CASTELAR A,85,3,ESTUDIANTIL PORTEÑO A,ARGENTINO DE CASTELAR A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,GEVP BLANCO-G.E DE LOMAS DE ZAMORA A,1,24/11/2024,GEVP A,79,G.E DE LOMAS DE ZAMORA A,65,14,GEVP A,G.E DE LOMAS DE ZAMORA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,FERROCARRIL OESTE A-MORON A,1,24/11/2024,FERROCARRIL OESTE A,77,MORON A,39,38,FERROCARRIL OESTE A,MORON A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,WILDE SPORTING-RIVER PLATE,1,24/11/2024,WILDE SPORTING,61,RIVER PLATE,57,4,WILDE SPORTING,RIVER PLATE,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,SAN LORENZO AZUL-QUILMES A.C.,1,24/11/2024,SAN LORENZO A,77,QUILMES A.C.,63,14,SAN LORENZO A,QUILMES A.C.,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,C.A.S.A PADUA A-COMUNICACIONES,1,24/11/2024,C.A.S.A PADUA A,81,COMUNICACIONES,49,32,C.A.S.A PADUA A,COMUNICACIONES,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,SAN FERNANDO AZUL-Club GEI AZUL,1,24/11/2024,SAN FERNANDO A,67,GEI A,61,6,SAN FERNANDO A,GEI A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,BERAZATEGUI-VELEZ SARSFIELD BLANCO,1,24/11/2024,BERAZATEGUI,62,VELEZ SARSFIELD BLANCO,56,6,BERAZATEGUI,VELEZ SARSFIELD BLANCO,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,CENTRO,ALL BOYS BLANCO-VILLA MITRE,1,24/11/2024,ALL BOYS A,92,VILLA MITRE,63,29,ALL BOYS A,VILLA MITRE,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,CENTRO,JOSE HERNANDEZ A-HARRODS GATH Y CHAVES,1,24/11/2024,JOSE HERNANDEZ A,68,HARRODS GATH Y CHAVES,53,15,JOSE HERNANDEZ A,HARRODS GATH Y CHAVES,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,CENTRO,GEVP CELESTE-IMPERIO BLANCO,1,24/11/2024,GEVP B,91,IMPERIO A,68,23,GEVP B,IMPERIO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,CENTRO,"ARQUITECTURA NEGRO-DEPORTIVO CROVARA  ""A""",1,24/11/2024,ARQUITECTURA A,64,DEPORTIVO CROVARA A,82,18,DEPORTIVO CROVARA A,ARQUITECTURA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,NORTE,SOCIAL BECCAR-VICTORIA,1,24/11/2024,SOCIAL BECCAR,69,VICTORIA A,45,24,SOCIAL BECCAR,VICTORIA A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,NORTE,BANCO PROVINCIA-UNION FLORIDA,1,24/11/2024,BANCO PROVINCIA A,70,UNION FLORIDA,48,22,BANCO PROVINCIA A,UNION FLORIDA,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,NORTE,OBRAS NORTE-NAUTICO BUCHARDO A,1,24/11/2024,OBRAS B,84,NAUTICO BUCHARDO A,59,25,OBRAS B,NAUTICO BUCHARDO A,False,LIGA PROXIMO MASCULINO,MASCULINO
2024,LIGA PROXIMO MASCULINO,Playoff,Play In,1,NORTE,NAUTICO HACOAJ BLANCO-ATLETICO BOULOGNE,1,24/11/2024,NAUTICO HACOAJ A,74,ATLETICO BOULOGNE,60,14,NAUTICO HACOAJ A,ATLETICO BOULOGNE,False,LIGA PROXIMO MASCULINO,MASCULINO
