anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,diferencia,ganador,perdedor,is_forfeit,age_group,genero
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,SUR,C-D,6,07/07/2024,CLUB SOCIAL Y DEPORTIVO TAMBEROS UNIDOS,76,COUNTRY BANFIELD A,81,5,COUNTRY BANFIELD A,CLUB SOCIAL Y DEPORTIVO TAMBEROS UNIDOS,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,1,26/05/2024,ESTRELLA DE BOEDO,72,YUPANQUI,45,27,ESTRELLA DE BOEDO,YUPANQUI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,1,26/05/2024,ARGENTINOS JUNIORS,56,DEPORTIVO CROVARA B,18,38,ARGENTINOS JUNIORS,DEPORTIVO CROVARA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,1,26/05/2024,RACING ANEXO,61,JUVENCIA,39,22,RACING ANEXO,JUVENCIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,1,26/05/2024,PINOCHO BLANCO,57,JOSE HERNANDEZ B,13,44,PINOCHO BLANCO,JOSE HERNANDEZ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,1,26/05/2024,COLEGIALES B,63,ALDO BONZI,31,32,COLEGIALES B,ALDO BONZI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,1,26/05/2024,VELEZ SARSFIELD AZUL,114,NUEVA CHICAGO,16,98,VELEZ SARSFIELD AZUL,NUEVA CHICAGO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,2,02/06/2024,DEPORTIVO CROVARA B,24,ESTRELLA DE BOEDO,93,69,ESTRELLA DE BOEDO,DEPORTIVO CROVARA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,2,02/06/2024,JUVENCIA,27,ARGENTINOS JUNIORS,42,15,ARGENTINOS JUNIORS,JUVENCIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,2,02/06/2024,JOSE HERNANDEZ B,49,RACING ANEXO,32,17,JOSE HERNANDEZ B,RACING ANEXO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,2,02/06/2024,ALDO BONZI,23,PINOCHO BLANCO,77,54,PINOCHO BLANCO,ALDO BONZI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,2,02/06/2024,NUEVA CHICAGO,22,COLEGIALES B,44,22,COLEGIALES B,NUEVA CHICAGO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,2,02/06/2024,YUPANQUI,39,VELEZ SARSFIELD AZUL,69,30,VELEZ SARSFIELD AZUL,YUPANQUI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,3,09/06/2024,ESTRELLA DE BOEDO,20,JUVENCIA,0,20,ESTRELLA DE BOEDO,JUVENCIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,3,09/06/2024,ARGENTINOS JUNIORS,39,JOSE HERNANDEZ B,30,9,ARGENTINOS JUNIORS,JOSE HERNANDEZ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,3,09/06/2024,RACING ANEXO,72,ALDO BONZI,65,7,RACING ANEXO,ALDO BONZI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,3,09/06/2024,PINOCHO BLANCO,73,NUEVA CHICAGO,13,60,PINOCHO BLANCO,NUEVA CHICAGO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,3,09/06/2024,YUPANQUI,42,COLEGIALES B,34,8,YUPANQUI,COLEGIALES B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,3,09/06/2024,VELEZ SARSFIELD AZUL,84,DEPORTIVO CROVARA B,26,58,VELEZ SARSFIELD AZUL,DEPORTIVO CROVARA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,4,23/06/2024,JOSE HERNANDEZ B,37,ESTRELLA DE BOEDO,66,29,ESTRELLA DE BOEDO,JOSE HERNANDEZ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,4,23/06/2024,ALDO BONZI,0,ARGENTINOS JUNIORS,20,20,ARGENTINOS JUNIORS,ALDO BONZI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,4,23/06/2024,NUEVA CHICAGO,24,RACING ANEXO,51,27,RACING ANEXO,NUEVA CHICAGO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,4,23/06/2024,YUPANQUI,45,PINOCHO BLANCO,56,11,PINOCHO BLANCO,YUPANQUI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,4,23/06/2024,DEPORTIVO CROVARA B,20,COLEGIALES B,50,30,COLEGIALES B,DEPORTIVO CROVARA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,4,23/06/2024,JUVENCIA,24,VELEZ SARSFIELD AZUL,94,70,VELEZ SARSFIELD AZUL,JUVENCIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,5,30/06/2024,ESTRELLA DE BOEDO,104,ALDO BONZI,27,77,ESTRELLA DE BOEDO,ALDO BONZI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,5,30/06/2024,ARGENTINOS JUNIORS,49,NUEVA CHICAGO,19,30,ARGENTINOS JUNIORS,NUEVA CHICAGO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,5,30/06/2024,RACING ANEXO,69,YUPANQUI,56,13,RACING ANEXO,YUPANQUI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,5,30/06/2024,PINOCHO BLANCO,66,DEPORTIVO CROVARA B,23,43,PINOCHO BLANCO,DEPORTIVO CROVARA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,5,30/06/2024,COLEGIALES B,46,JUVENCIA,19,27,COLEGIALES B,JUVENCIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,5,30/06/2024,VELEZ SARSFIELD AZUL,79,JOSE HERNANDEZ B,37,42,VELEZ SARSFIELD AZUL,JOSE HERNANDEZ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,6,07/07/2024,NUEVA CHICAGO,15,ESTRELLA DE BOEDO,80,65,ESTRELLA DE BOEDO,NUEVA CHICAGO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,6,07/07/2024,YUPANQUI,35,ARGENTINOS JUNIORS,68,33,ARGENTINOS JUNIORS,YUPANQUI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,6,07/07/2024,DEPORTIVO CROVARA B,44,RACING ANEXO,50,6,RACING ANEXO,DEPORTIVO CROVARA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,6,07/07/2024,JUVENCIA,23,PINOCHO BLANCO,82,59,PINOCHO BLANCO,JUVENCIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,6,07/07/2024,JOSE HERNANDEZ B,23,COLEGIALES B,37,14,COLEGIALES B,JOSE HERNANDEZ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,A-B,6,07/07/2024,ALDO BONZI,37,VELEZ SARSFIELD AZUL,96,59,VELEZ SARSFIELD AZUL,ALDO BONZI,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,1,26/05/2024,PEDRO ECHAGUE B,34,GEBA,27,7,PEDRO ECHAGUE B,GEBA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,1,26/05/2024,SAN LORENZO B,20,ALL BOYS DE SAAVEDRA,0,20,SAN LORENZO B,ALL BOYS DE SAAVEDRA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,1,26/05/2024,IMPERIO B,40,ARMENIA,54,14,ARMENIA,IMPERIO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,1,26/05/2024,COLEGIO COPELLO,48,FERROCARRIL OESTE C,55,7,FERROCARRIL OESTE C,COLEGIO COPELLO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,1,26/05/2024,ALL BOYS B,36,ITALIANO B,92,56,ITALIANO B,ALL BOYS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,1,26/05/2024,MACABI,70,CIRCULO URQUIZA A,40,30,MACABI,CIRCULO URQUIZA A,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,2,02/06/2024,ALL BOYS DE SAAVEDRA,0,PEDRO ECHAGUE B,20,20,PEDRO ECHAGUE B,ALL BOYS DE SAAVEDRA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,2,02/06/2024,ARMENIA,69,SAN LORENZO B,40,29,ARMENIA,SAN LORENZO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,2,02/06/2024,FERROCARRIL OESTE C,73,IMPERIO B,27,46,FERROCARRIL OESTE C,IMPERIO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,2,02/06/2024,ITALIANO B,64,COLEGIO COPELLO,50,14,ITALIANO B,COLEGIO COPELLO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,2,02/06/2024,CIRCULO URQUIZA A,61,ALL BOYS B,23,38,CIRCULO URQUIZA A,ALL BOYS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,2,02/06/2024,GEBA,41,MACABI,50,9,MACABI,GEBA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,3,09/06/2024,PEDRO ECHAGUE B,46,ARMENIA,59,13,ARMENIA,PEDRO ECHAGUE B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,3,09/06/2024,SAN LORENZO B,43,FERROCARRIL OESTE C,67,24,FERROCARRIL OESTE C,SAN LORENZO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,3,09/06/2024,IMPERIO B,37,ITALIANO B,62,25,ITALIANO B,IMPERIO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,3,09/06/2024,COLEGIO COPELLO,65,CIRCULO URQUIZA A,50,15,COLEGIO COPELLO,CIRCULO URQUIZA A,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,3,09/06/2024,ALL BOYS B,18,GEBA,62,44,GEBA,ALL BOYS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,3,09/06/2024,MACABI,83,ALL BOYS DE SAAVEDRA,40,43,MACABI,ALL BOYS DE SAAVEDRA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,4,23/06/2024,FERROCARRIL OESTE C,59,PEDRO ECHAGUE B,64,5,PEDRO ECHAGUE B,FERROCARRIL OESTE C,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,4,23/06/2024,ITALIANO B,63,SAN LORENZO B,43,20,ITALIANO B,SAN LORENZO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,4,23/06/2024,CIRCULO URQUIZA A,64,IMPERIO B,36,28,CIRCULO URQUIZA A,IMPERIO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,4,23/06/2024,GEBA,43,COLEGIO COPELLO,37,6,GEBA,COLEGIO COPELLO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,4,23/06/2024,ALL BOYS DE SAAVEDRA,73,ALL BOYS B,42,31,ALL BOYS DE SAAVEDRA,ALL BOYS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,4,23/06/2024,ARMENIA,52,MACABI,59,7,MACABI,ARMENIA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,5,30/06/2024,PEDRO ECHAGUE B,41,ITALIANO B,47,6,ITALIANO B,PEDRO ECHAGUE B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,5,30/06/2024,SAN LORENZO B,45,CIRCULO URQUIZA A,54,9,CIRCULO URQUIZA A,SAN LORENZO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,5,30/06/2024,IMPERIO B,52,GEBA,45,7,IMPERIO B,GEBA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,5,30/06/2024,COLEGIO COPELLO,20,ALL BOYS DE SAAVEDRA,0,20,COLEGIO COPELLO,ALL BOYS DE SAAVEDRA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,5,30/06/2024,ALL BOYS B,22,ARMENIA,57,35,ARMENIA,ALL BOYS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,5,30/06/2024,MACABI,70,FERROCARRIL OESTE C,59,11,MACABI,FERROCARRIL OESTE C,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,6,07/07/2024,CIRCULO URQUIZA A,30,PEDRO ECHAGUE B,49,19,PEDRO ECHAGUE B,CIRCULO URQUIZA A,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,6,07/07/2024,GEBA,72,SAN LORENZO B,42,30,GEBA,SAN LORENZO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,6,07/07/2024,ALL BOYS DE SAAVEDRA,41,IMPERIO B,56,15,IMPERIO B,ALL BOYS DE SAAVEDRA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,6,07/07/2024,ARMENIA,66,COLEGIO COPELLO,56,10,ARMENIA,COLEGIO COPELLO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,6,07/07/2024,FERROCARRIL OESTE C,82,ALL BOYS B,21,61,FERROCARRIL OESTE C,ALL BOYS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,CENTRO,C-D,6,07/07/2024,ITALIANO B,46,MACABI,62,16,MACABI,ITALIANO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,1,02/06/2024,CLUB TRES DE FEBRERO B,52,U.V.V.ADELINA,45,7,CLUB TRES DE FEBRERO B,U.V.V.ADELINA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,1,02/06/2024,CLUB SOCIAL Y DEPORTIVO ARENAL,68,ARQUITECTURA B,34,34,CLUB SOCIAL Y DEPORTIVO ARENAL,ARQUITECTURA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,1,02/06/2024,BELLA VISTA,50,CIUDAD DE BUENOS AIRES B,52,2,CIUDAD DE BUENOS AIRES B,BELLA VISTA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,2,09/06/2024,BELLA VISTA,38,CLUB TRES DE FEBRERO B,76,38,CLUB TRES DE FEBRERO B,BELLA VISTA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,2,09/06/2024,CIUDAD DE BUENOS AIRES B,48,CLUB SOCIAL Y DEPORTIVO ARENAL,70,22,CLUB SOCIAL Y DEPORTIVO ARENAL,CIUDAD DE BUENOS AIRES B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,2,09/06/2024,ARQUITECTURA B,53,U.V.V.ADELINA,55,2,U.V.V.ADELINA,ARQUITECTURA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,3,23/06/2024,CLUB TRES DE FEBRERO B,65,ARQUITECTURA B,26,39,CLUB TRES DE FEBRERO B,ARQUITECTURA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,3,23/06/2024,U.V.V.ADELINA,56,CIUDAD DE BUENOS AIRES B,63,7,CIUDAD DE BUENOS AIRES B,U.V.V.ADELINA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,3,23/06/2024,CLUB SOCIAL Y DEPORTIVO ARENAL,56,BELLA VISTA,46,10,CLUB SOCIAL Y DEPORTIVO ARENAL,BELLA VISTA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,4,30/06/2024,CLUB SOCIAL Y DEPORTIVO ARENAL,44,CLUB TRES DE FEBRERO B,64,20,CLUB TRES DE FEBRERO B,CLUB SOCIAL Y DEPORTIVO ARENAL,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,4,30/06/2024,BELLA VISTA,59,U.V.V.ADELINA,66,7,U.V.V.ADELINA,BELLA VISTA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,4,30/06/2024,CIUDAD DE BUENOS AIRES B,59,ARQUITECTURA B,48,11,CIUDAD DE BUENOS AIRES B,ARQUITECTURA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,5,07/07/2024,CLUB TRES DE FEBRERO B,77,CIUDAD DE BUENOS AIRES B,41,36,CLUB TRES DE FEBRERO B,CIUDAD DE BUENOS AIRES B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,5,07/07/2024,ARQUITECTURA B,53,BELLA VISTA,52,1,ARQUITECTURA B,BELLA VISTA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,5,07/07/2024,U.V.V.ADELINA,37,CLUB SOCIAL Y DEPORTIVO ARENAL,61,24,CLUB SOCIAL Y DEPORTIVO ARENAL,U.V.V.ADELINA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,1,02/06/2024,CAZA Y PESCA B,76,CLUB 12 DE OCTUBRE,31,45,CAZA Y PESCA B,CLUB 12 DE OCTUBRE,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,1,02/06/2024,COOPERATIVA TORTUGUITAS,81,SAN FERNANDO B,34,47,COOPERATIVA TORTUGUITAS,SAN FERNANDO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,1,02/06/2024,INDEPENDIENTE DE ESCOBAR,54,NAUTICO HACOAJ B,27,27,INDEPENDIENTE DE ESCOBAR,NAUTICO HACOAJ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,2,09/06/2024,INDEPENDIENTE DE ESCOBAR,42,CAZA Y PESCA B,61,19,CAZA Y PESCA B,INDEPENDIENTE DE ESCOBAR,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,2,09/06/2024,NAUTICO HACOAJ B,38,COOPERATIVA TORTUGUITAS,93,55,COOPERATIVA TORTUGUITAS,NAUTICO HACOAJ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,2,09/06/2024,SAN FERNANDO B,40,CLUB 12 DE OCTUBRE,52,12,CLUB 12 DE OCTUBRE,SAN FERNANDO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,3,23/06/2024,CAZA Y PESCA B,20,SAN FERNANDO B,0,20,CAZA Y PESCA B,SAN FERNANDO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,3,23/06/2024,CLUB 12 DE OCTUBRE,54,NAUTICO HACOAJ B,34,20,CLUB 12 DE OCTUBRE,NAUTICO HACOAJ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,3,23/06/2024,COOPERATIVA TORTUGUITAS,57,INDEPENDIENTE DE ESCOBAR,47,10,COOPERATIVA TORTUGUITAS,INDEPENDIENTE DE ESCOBAR,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,4,30/06/2024,COOPERATIVA TORTUGUITAS,54,CAZA Y PESCA B,67,13,CAZA Y PESCA B,COOPERATIVA TORTUGUITAS,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,4,30/06/2024,INDEPENDIENTE DE ESCOBAR,55,CLUB 12 DE OCTUBRE,54,1,INDEPENDIENTE DE ESCOBAR,CLUB 12 DE OCTUBRE,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,4,30/06/2024,NAUTICO HACOAJ B,35,SAN FERNANDO B,27,8,NAUTICO HACOAJ B,SAN FERNANDO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,5,07/07/2024,CAZA Y PESCA B,105,NAUTICO HACOAJ B,22,83,CAZA Y PESCA B,NAUTICO HACOAJ B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,5,07/07/2024,SAN FERNANDO B,39,INDEPENDIENTE DE ESCOBAR,46,7,INDEPENDIENTE DE ESCOBAR,SAN FERNANDO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,B,5,07/07/2024,CLUB 12 DE OCTUBRE,34,COOPERATIVA TORTUGUITAS,55,21,COOPERATIVA TORTUGUITAS,CLUB 12 DE OCTUBRE,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,1,02/06/2024,NAUTICO BUCHARDO B,40,CIRCULO URQUIZA B,47,7,CIRCULO URQUIZA B,NAUTICO BUCHARDO B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,1,02/06/2024,HEBRAICA,0,LAS HERAS B,20,20,LAS HERAS B,HEBRAICA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,1,02/06/2024,PINOCHO VERDE,46,PLATENSE BLANCO,40,6,PINOCHO VERDE,PLATENSE BLANCO,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,2,09/06/2024,PINOCHO VERDE,38,NAUTICO BUCHARDO B,44,6,NAUTICO BUCHARDO B,PINOCHO VERDE,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,2,09/06/2024,PLATENSE BLANCO,20,HEBRAICA,0,20,PLATENSE BLANCO,HEBRAICA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,2,09/06/2024,LAS HERAS B,20,CIRCULO URQUIZA B,0,20,LAS HERAS B,CIRCULO URQUIZA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,3,23/06/2024,LAS HERAS B,47,NAUTICO BUCHARDO B,59,12,NAUTICO BUCHARDO B,LAS HERAS B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,3,23/06/2024,CIRCULO URQUIZA B,32,PLATENSE BLANCO,45,13,PLATENSE BLANCO,CIRCULO URQUIZA B,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,3,23/06/2024,HEBRAICA,0,PINOCHO VERDE,20,20,PINOCHO VERDE,HEBRAICA,False,CADETES MASCULINO,MASCULINO
2024,CADETES MASCULINO,Fase Regular,2da Fase,3,NORTE,A-B,4,30/06/2024,HEBRAICA,0,NAUTICO BUCHARDO B,20,20,NAUTICO BUCHARDO B,HEBRAICA,False,CADETES MASCULINO,MASCULINO
