anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,BP_LOCAL,BP_VISITA,ORP_LOCAL,ORP_VISITA,peso_nivel,peso_anio,peso_ronda,peso_fase,LocalSuma,VisitaSuma
2022,JUVENILES,Playoff,FINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-OBRAS CENTRO,4,,BOCA JUNIORS AZUL,87,OBRAS CENTRO,62,750,250,144.0,151.5,2.0,0.5,6,1.0,5364.0,2409.0
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,CAÑUELAS FC-CLUB ATLETICO BERNAL,1,20/11/2022,CAÑUELAS FC,78,CLUB ATLETICO BERNAL,53,750,250,-7.5,103.5,1.0,0.5,3,0.75,835.3125,397.6875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,TRISTAN SUAREZ-MONTE GRANDE,1,20/11/2022,TRISTAN SUAREZ,73,MONTE GRANDE,39,750,250,76.5,70.5,1.0,0.5,3,0.75,929.8125,360.5625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,TEMPERLEY-OLIMPO,1,20/11/2022,TEMPERLEY,75,OLIMPO,57,700,300,81.0,106.5,1.0,0.5,3,0.75,878.625,457.3125
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,QUILMES A.C.-COUNTRY CIB,1,20/11/2022,QUILMES A.C.,78,COUNTRY BANFIELD A,71,650,350,54.0,135.0,1.0,0.5,3,0.75,792.0,545.625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,RACING CLUB-LANUS B,1,20/11/2022,RACING CLUB,108,LANUS B,56,750,250,46.5,133.5,1.0,0.5,3,0.75,896.0625,431.4375
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,INDEPENDIENTE-BURZACO FC A,1,20/11/2022,INDEPENDIENTE,87,BURZACO FC A,54,750,250,52.5,124.5,1.0,0.5,3,0.75,902.8125,421.3125
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL-DEFENSORES DE GLEW,1,20/11/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,82,DEFENSORES DE GLEW,53,750,250,-108.0,-73.5,1.0,0.5,3,0.75,722.25,198.5625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,SUR,BERAZATEGUI-VARELA JRS,1,20/11/2022,BERAZATEGUI,83,VARELA JRS,56,750,250,6.0,105.0,1.0,0.5,3,0.75,850.5,399.375
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,CAÑUELAS FC-BERAZATEGUI,2,27/11/2022,CAÑUELAS FC,78,BERAZATEGUI,66,700,300,105.0,103.5,1.0,0.5,4,0.75,1207.5,605.25
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,TRISTAN SUAREZ-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,2,27/11/2022,TRISTAN SUAREZ,52,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,62,300,700,-73.5,70.5,1.0,0.5,4,0.75,339.75,1155.75
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,RACING CLUB-QUILMES A.C.,2,27/11/2022,RACING CLUB,82,QUILMES A.C.,61,750,250,135.0,133.5,1.0,0.5,4,0.75,1327.5,575.25
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,INDEPENDIENTE-TEMPERLEY,2,27/11/2022,INDEPENDIENTE,79,TEMPERLEY,50,750,250,106.5,124.5,1.0,0.5,4,0.75,1284.75,561.75
2022,JUVENILES,Playoff,SEMIFINAL,1,SUR,CAÑUELAS FC-INDEPENDIENTE,3,11/12/2022,CAÑUELAS FC,65,INDEPENDIENTE,62,650,350,124.5,103.5,1.0,0.5,6,0.75,1742.625,1020.375
2022,JUVENILES,Playoff,SEMIFINAL,1,SUR,RACING CLUB-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,3,11/12/2022,RACING CLUB,69,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,44,750,250,-73.5,133.5,1.0,0.5,6,0.75,1522.125,862.875
2022,JUVENILES,Playoff,FINAL,1,SUR,RACING CLUB-CAÑUELAS FC,4,14/12/2022,RACING CLUB,84,CAÑUELAS FC,40,750,250,103.5,133.5,1.0,0.5,6,0.75,1920.375,862.875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,ESTUDIANTIL PORTEÑO A-LOS INDIOS DE MORENO BLANCO,1,20/11/2022,ESTUDIANTIL PORTEÑO A,97,LOS INDIOS DE MORENO BLANCO,53,750,250,19.5,145.5,1.0,0.5,3,0.75,865.6875,444.9375
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,Club GEI AZUL-UNITARIOS DE MARCOS PAZ,1,20/11/2022,CLUB GEI AZUL,86,UNITARIOS DE MARCOS PAZ,55,750,250,69.0,66.0,1.0,0.5,3,0.75,921.375,355.5
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,MIDLAND-CEDEM,1,20/11/2022,MIDLAND,100,CEDEM,44,750,250,43.5,-3.0,1.0,0.5,3,0.75,892.6875,277.875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,DEFENSORES DE HURLINGHAM VERDE-ESTUDIANTIL PORTEÑO B,1,20/11/2022,DEFENSORES DE HURLINGHAM VERDE,60,ESTUDIANTIL PORTEÑO B,63,350,650,49.5,24.0,1.0,0.5,3,0.75,449.4375,758.25
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,PRESIDENTE DERQUI-LEANDRO N ALEM,1,20/11/2022,PRESIDENTE DERQUI,110,LEANDRO N ALEM,60,750,250,73.5,-142.5,1.0,0.5,3,0.75,926.4375,120.9375
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,MORON A-CLARIDAD,1,20/11/2022,MORON A,89,CLARIDAD,59,750,250,40.5,126.0,1.0,0.5,3,0.75,889.3125,423.0
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,RAMOS MEJIA LTC-DEP. MORON BLANCO,1,20/11/2022,RAMOS MEJIA LTC,80,DEP. MORON BLANCO,66,700,300,85.5,111.0,1.0,0.5,3,0.75,883.6875,462.375
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,OESTE,A.F.A.L.P. A-HURACAN DE SAN JUSTO ROJO,1,20/11/2022,A.F.A.L.P. A,54,HURACAN DE SAN JUSTO ROJO,68,300,700,114.0,141.0,1.0,0.5,3,0.75,465.75,946.125
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,ESTUDIANTIL PORTEÑO A-HURACAN DE SAN JUSTO ROJO,2,27/11/2022,ESTUDIANTIL PORTEÑO A,75,HURACAN DE SAN JUSTO ROJO,59,700,300,114.0,145.5,1.0,0.5,4,0.75,1221.0,668.25
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,Club GEI AZUL-RAMOS MEJIA LTC,2,27/11/2022,CLUB GEI AZUL,82,RAMOS MEJIA LTC,63,700,300,111.0,66.0,1.0,0.5,4,0.75,1216.5,549.0
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,PRESIDENTE DERQUI-ESTUDIANTIL PORTEÑO B,2,27/11/2022,PRESIDENTE DERQUI,89,ESTUDIANTIL PORTEÑO B,57,750,250,49.5,-142.5,1.0,0.5,4,0.75,1199.25,161.25
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,MORON A-MIDLAND,2,27/11/2022,MORON A,74,MIDLAND,72,650,350,-3.0,126.0,1.0,0.5,4,0.75,970.5,714.0
2022,JUVENILES,Playoff,SEMIFINAL,1,OESTE,ESTUDIANTIL PORTEÑO A-MORON A,3,11/12/2022,ESTUDIANTIL PORTEÑO A,85,MORON A,74,700,300,126.0,145.5,1.0,0.5,6,0.75,1858.5,1002.375
2022,JUVENILES,Playoff,SEMIFINAL,1,OESTE,PRESIDENTE DERQUI-Club GEI AZUL,3,11/12/2022,PRESIDENTE DERQUI,109,CLUB GEI AZUL,68,750,250,66.0,-142.5,1.0,0.5,6,0.75,1836.0,241.875
2022,JUVENILES,Playoff,FINAL,1,OESTE,PRESIDENTE DERQUI-ESTUDIANTIL PORTEÑO A,4,15/12/2022,PRESIDENTE DERQUI,68,ESTUDIANTIL PORTEÑO A,62,650,350,145.5,-142.5,1.0,0.5,6,0.75,1789.875,466.875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,COLEGIALES BLANCO-APV,1,20/11/2022,COLEGIALES BLANCO,95,APV,45,750,250,94.5,108.0,1.0,0.5,3,0.75,950.0625,402.75
2022,JUVENILES,Playoff,CUARTOS DE FINAL,3,CENTRO,PINOCHO VERDE-ESTRELLA DE BOEDO,2,11/12/2022,PINOCHO VERDE,52,ESTRELLA DE BOEDO,53,350,650,-120.0,-66.0,0.75,0.5,4,0.75,258.75,657.0
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,JOSE HERNANDEZ A-IMPERIO BLANCO,1,20/11/2022,JOSE HERNANDEZ A,57,IMPERIO BLANCO,48,650,350,99.0,93.0,1.0,0.5,3,0.75,842.625,498.375
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,GEVP CELESTE-ARQUITECTURA NEGRO,1,20/11/2022,GEVP CELESTE,79,ARQUITECTURA NEGRO,55,750,250,58.5,34.5,1.0,0.5,3,0.75,909.5625,320.0625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,SAN LORENZO AZUL-ITALIANO,1,20/11/2022,SAN LORENZO AZUL,79,ITALIANO,67,700,300,15.0,136.5,1.0,0.5,3,0.75,804.375,491.0625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,PLATENSE MARRON-FERROCARRIL OESTE   B,1,20/11/2022,PLATENSE MARRON,87,FERROCARRIL OESTE B,43,750,250,132.0,79.5,1.0,0.5,3,0.75,992.25,370.6875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,PEDRO ECHAGUE AZUL-ALL BOYS BLANCO,1,20/11/2022,PEDRO ECHAGUE AZUL,89,ALL BOYS BLANCO,63,750,250,84.0,142.5,1.0,0.5,3,0.75,938.25,441.5625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,CENTRO,"VILLA MITRE-DEPORTIVO CROVARA  ""A""",1,20/11/2022,VILLA MITRE,74,"DEPORTIVO CROVARA  ""A""",49,750,250,78.0,75.0,1.0,0.5,3,0.75,931.5,365.625
2022,JUVENILES,Fase Regular,2da Fase,3,CENTRO,B,3,10/7/2022,PINOCHO VERDE,47,UNIVERSIDAD DE BUENOS AIRES,63,300,700,115.5,-66.0,0.75,0.5,2,0.65,202.55625,309.07500000000005
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,SAN LORENZO AZUL-GEVP CELESTE,2,27/11/2022,SAN LORENZO AZUL,61,GEVP CELESTE,56,650,350,34.5,136.5,1.0,0.5,4,0.75,1026.75,729.75
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,PLATENSE MARRON-JOSE HERNANDEZ A,2,27/11/2022,PLATENSE MARRON,74,JOSE HERNANDEZ A,54,750,250,93.0,79.5,1.0,0.5,4,0.75,1264.5,494.25
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,COLEGIALES BLANCO-VILLA MITRE,2,27/11/2022,COLEGIALES BLANCO,47,VILLA MITRE,70,250,750,75.0,108.0,1.0,0.5,4,0.75,487.5,1287.0
2022,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,PLATENSE MARRON-VILLA MITRE,3,11/12/2022,PLATENSE MARRON,88,VILLA MITRE,55,750,250,75.0,79.5,1.0,0.5,6,0.75,1856.25,741.375
2022,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,SAN LORENZO AZUL-PINOCHO,3,11/12/2022,SAN LORENZO AZUL,85,PINOCHO,79,650,350,117.0,136.5,1.0,0.5,6,0.75,1725.75,1094.625
2022,JUVENILES,Playoff,FINAL,1,CENTRO,SAN LORENZO AZUL-PLATENSE MARRON,4,15/12/2022,SAN LORENZO AZUL,86,PLATENSE MARRON,67,700,300,79.5,136.5,1.0,0.5,6,0.75,1753.875,982.125
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,CLUB SPORTIVO PILAR-U.V.V.ADELINA,1,20/11/2022,CLUB SPORTIVO PILAR,73,U.V.V.ADELINA,47,750,250,127.5,-76.5,1.0,0.5,3,0.75,987.1875,195.1875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,CAZA Y PESCA A-BANCO PROVINCIA,1,20/11/2022,CAZA Y PESCA A,84,BANCO PROVINCIA,47,750,250,36.0,118.5,1.0,0.5,3,0.75,884.25,414.5625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,UNION FLORIDA-SOCIAL BECCAR,1,20/11/2022,UNION FLORIDA,73,SOCIAL BECCAR,81,350,650,27.0,82.5,1.0,0.5,3,0.75,424.125,824.0625
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,NAUTICO BUCHARDO A-SPORTIVO VILLA BALLESTER,1,20/11/2022,NAUTICO BUCHARDO A,61,SPORTIVO VILLA BALLESTER,60,650,350,-25.5,112.5,1.0,0.5,3,0.75,702.5625,520.3125
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,SPORTIVO ESCOBAR-LAS HERAS A,1,20/11/2022,SPORTIVO ESCOBAR,91,LAS HERAS A,37,750,250,67.5,-147.0,1.0,0.5,3,0.75,919.6875,115.875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,CLUB TRES DE FEBRERO BLANCO-ATLETICO BOULOGNE,1,20/11/2022,CLUB TRES DE FEBRERO BLANCO,88,ATLETICO BOULOGNE,41,750,250,60.0,120.0,1.0,0.5,3,0.75,911.25,416.25
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,NAUTICO HACOAJ BLANCO-BANADE,1,20/11/2022,NAUTICO HACOAJ BLANCO,67,BANADE,56,700,300,109.5,123.0,1.0,0.5,3,0.75,910.6875,475.875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,1,NORTE,BANCO NACIÓN-DEPORTIVO SAN ANDRES,1,20/11/2022,BANCO NACIÓN,80,DEPORTIVO SAN ANDRES,79,650,350,129.0,96.0,1.0,0.5,3,0.75,876.375,501.75
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB SPORTIVO PILAR-BANCO NACIÓN,2,27/11/2022,CLUB SPORTIVO PILAR,55,BANCO NACIÓN,76,250,750,96.0,-76.5,1.0,0.5,4,0.75,519.0,1010.25
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CAZA Y PESCA A-NAUTICO HACOAJ BLANCO,2,27/11/2022,CAZA Y PESCA A,63,NAUTICO HACOAJ BLANCO,56,650,350,123.0,118.5,1.0,0.5,4,0.75,1159.5,702.75
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,SPORTIVO ESCOBAR-NAUTICO BUCHARDO A,2,27/11/2022,SPORTIVO ESCOBAR,86,NAUTICO BUCHARDO A,62,750,250,112.5,-147.0,1.0,0.5,4,0.75,1293.75,154.5
2022,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB TRES DE FEBRERO BLANCO-SOCIAL BECCAR,2,27/11/2022,CLUB TRES DE FEBRERO BLANCO,78,SOCIAL BECCAR,66,700,300,27.0,120.0,1.0,0.5,4,0.75,1090.5,630.0
2022,JUVENILES,Playoff,SEMIFINAL,1,NORTE,CLUB TRES DE FEBRERO BLANCO-BANCO NACIÓN,3,11/12/2022,CLUB TRES DE FEBRERO BLANCO,85,BANCO NACIÓN,64,750,250,96.0,120.0,1.0,0.5,6,0.75,1903.5,832.5
2022,JUVENILES,Playoff,SEMIFINAL,1,NORTE,SPORTIVO ESCOBAR-CAZA Y PESCA A,3,11/12/2022,SPORTIVO ESCOBAR,89,CAZA Y PESCA A,61,750,250,118.5,-147.0,1.0,0.5,6,0.75,1954.125,231.75
2022,JUVENILES,Playoff,FINAL,1,NORTE,SPORTIVO ESCOBAR-CLUB TRES DE FEBRERO BLANCO,4,15/12/2022,SPORTIVO ESCOBAR,67,CLUB TRES DE FEBRERO BLANCO,64,650,350,120.0,-147.0,1.0,0.5,6,0.75,1732.5,456.75
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,UNLAM A-DEFENSORES DE SANTOS LUGARES,1,20/11/2022,UNLAM A,20,DEFENSORES DE SANTOS LUGARES,0,700,0,10.5,7.5,0.85,0.5,3,0.75,679.415625,7.171874999999999
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,SAN MIGUEL-SITAS,1,20/11/2022,SAN MIGUEL,111,SITAS,42,750,250,-49.5,-13.5,0.85,0.5,3,0.75,669.853125,226.153125
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,Club GEI BLANCO-CENTRO ESPAÑOL,1,20/11/2022,CLUB GEI BLANCO,74,CENTRO ESPAÑOL,24,750,250,25.5,-39.0,0.85,0.5,3,0.75,741.571875,201.76874999999998
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,MORON B-ITALIANO DE JOSE C PAZ,1,20/11/2022,MORON B,77,ITALIANO DE JOSE C PAZ,44,750,250,0.0,37.5,0.85,0.5,3,0.75,717.1875,274.921875
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,NOLTING-A.F.A.L.P.  B,1,20/11/2022,NOLTING,20,A.F.A.L.P. B,0,700,0,-100.5,12.0,0.85,0.5,3,0.75,573.2718749999999,11.475
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES-HURACAN DE SAN JUSTO BLANCO,1,20/11/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,67,HURACAN DE SAN JUSTO BLANCO,26,750,250,33.0,-112.5,0.85,0.5,3,0.75,748.74375,131.484375
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,C.A.S.A PADUA B-CIUDADELA NORTE,1,20/11/2022,C.A.S.A PADUA B,59,CIUDADELA NORTE,34,750,250,-90.0,21.0,0.85,0.5,3,0.75,631.125,259.14374999999995
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,OESTE,ARGENTINO DE CASTELAR CENTRO-EL PALOMAR,1,20/11/2022,ARGENTINO DE CASTELAR CENTRO,83,EL PALOMAR,63,750,250,55.5,18.0,0.85,0.5,3,0.75,770.259375,256.275
2022,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES-Club GEI BLANCO,2,27/11/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,72,CLUB GEI BLANCO,59,700,300,-39.0,-112.5,0.85,0.5,4,0.75,842.775,239.06249999999997
2022,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,UNLAM A-ARGENTINO DE CASTELAR CENTRO,2,27/11/2022,UNLAM A,62,ARGENTINO DE CASTELAR CENTRO,67,350,650,18.0,7.5,0.85,0.5,4,0.75,469.2,838.3124999999999
2022,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,NOLTING-MORON B,2,27/11/2022,NOLTING,59,MORON B,52,650,350,37.5,12.0,0.85,0.5,4,0.75,876.5624999999999,461.54999999999995
2022,JUVENILES,Playoff,SEMIFINAL,2,OESTE,SAN MIGUEL-C.A.S.A PADUA B,3,27/11/2022,SAN MIGUEL,60,C.A.S.A PADUA B,37,750,250,21.0,-13.5,0.85,0.5,6,0.75,1474.5375,452.30625
2022,JUVENILES,Playoff,SEMIFINAL,2,OESTE,NOLTING-SAN MIGUEL,4,11/12/2022,NOLTING,66,SAN MIGUEL,65,650,350,-13.5,12.0,0.85,0.5,6,0.75,1217.3062499999999,692.3249999999999
2022,JUVENILES,Playoff,SEMIFINAL,2,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES-ARGENTINO DE CASTELAR CENTRO,4,11/12/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,46,ARGENTINO DE CASTELAR CENTRO,51,350,650,18.0,-112.5,0.85,0.5,6,0.75,703.8,1027.96875
2022,JUVENILES,Playoff,FINAL,2,OESTE,NOLTING-ARGENTINO DE CASTELAR CENTRO,5,,NOLTING,53,ARGENTINO DE CASTELAR CENTRO,55,350,650,18.0,12.0,0.85,0.5,6,0.75,703.8,1266.0749999999998
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,SUR,DEFENSORES DE BANFIELD-COLON FC,1,20/11/2022,DEFENSORES DE BANFIELD,91,COLON FC,27,750,250,-42.0,87.0,0.85,0.5,3,0.75,677.025,322.25624999999997
2022,JUVENILES,Playoff,OCTAVOS DE FINAL,2,SUR,COOPERARIOS-SOCIAL LANUS,1,20/11/2022,COOPERARIOS,77,SOCIAL LANUS,37,750,250,-16.5,-15.0,0.85,0.5,3,0.75,701.409375,224.71874999999997
