anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,BP_LOCAL,BP_VISITA,ORP_LOCAL,ORP_VISITA,peso_nivel,peso_anio,peso_ronda,peso_fase,LocalSuma,VisitaSuma
2022,CADETES,Fase Regular,2da Fase,2,CENTRO,A,1,26/6/2022,COLEGIALES NEGRO,42,PINOCHO BLANCO,49,350,650,-48.0,51.0,0.85,0.5,2,0.65,166.855,387.3025
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,5,24/4/2022,UNIVERSIDAD DE BUENOS AIRES,82,INSTITUCION SARMIENTO BLANCO,38,750,250,-43.5,115.5,0.75,0.5,1,0.65,172.20937500000002,89.090625
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,6,1/5/2022,UNIVERSIDAD DE BUENOS AIRES,56,SAN LORENZO ROJO,52,650,350,16.5,115.5,0.75,0.5,1,0.65,162.45937500000002,113.46562500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,6,1/5/2022,ITALIANO B,41,INSTITUCION SARMIENTO BLANCO,49,350,650,-43.5,-18.0,0.75,0.5,1,0.65,74.70937500000001,154.05
2022,CADETES,Fase Regular,2da Fase,2,CENTRO,A,3,10/7/2022,COPELLO,32,PINOCHO BLANCO,61,250,750,-48.0,-30.0,0.85,0.5,2,0.65,111.605,397.8
2022,CADETES,Fase Regular,2da Fase,2,CENTRO,A,5,7/8/2022,ARGENTINOS JUNIORS,24,PINOCHO BLANCO,61,250,750,-48.0,-61.5,0.85,0.5,2,0.65,111.605,380.39625
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,7,8/5/2022,INSTITUCION SARMIENTO BLANCO,46,EL TALAR,78,250,750,30.0,-43.5,0.75,0.5,1,0.65,68.25,172.20937500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,7,8/5/2022,UNIVERSIDAD DE BUENOS AIRES,83,ITALIANO B,42,750,250,-18.0,115.5,0.75,0.5,1,0.65,178.425,89.090625
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,8,15/5/2022,ITALIANO B,40,SAN LORENZO ROJO,58,300,700,16.5,-18.0,0.75,0.5,1,0.65,77.14687500000001,166.2375
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,8,15/5/2022,EL TALAR,94,UNIVERSIDAD DE BUENOS AIRES,92,650,350,115.5,30.0,0.75,0.5,1,0.65,186.59062500000002,92.62500000000001
2022,INFANTILES,Fase Regular,1ra Fase,3,CENTRO,C,8,15/5/2022,PINOCHO VERDE,42,INSTITUCION SARMIENTO BLANCO,55,300,700,-43.5,-66.0,0.75,0.5,1,0.65,62.52187500000001,154.53750000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,9,29/5/2022,SAN LORENZO ROJO,70,INSTITUCION SARMIENTO BLANCO,40,750,250,-43.5,16.5,0.75,0.5,1,0.65,172.20937500000002,64.95937500000001
2022,CADETES,Fase Regular,2da Fase,2,CENTRO,A,6,14/8/2022,MACABI,34,PINOCHO BLANCO,65,250,750,-48.0,1.5,0.85,0.5,2,0.65,111.605,415.20375
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,9,29/5/2022,ITALIANO B,44,EL TALAR,52,350,650,30.0,-18.0,0.75,0.5,1,0.65,92.62500000000001,154.05
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,10,5/6/2022,EL TALAR,92,SAN LORENZO ROJO,81,700,300,16.5,30.0,0.75,0.5,1,0.65,174.64687500000002,80.43750000000001
2022,INFANTILES,Fase Regular,1ra Fase,3,CENTRO,C,10,5/6/2022,PINOCHO VERDE,32,ITALIANO B,20,700,300,-18.0,-66.0,0.75,0.5,1,0.65,166.2375,57.03750000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,C,10,5/6/2022,INSTITUCION SARMIENTO BLANCO,44,UNIVERSIDAD DE BUENOS AIRES,84,250,750,115.5,-43.5,0.75,0.5,1,0.65,89.090625,172.20937500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,1,22/5/2022,ESTRELLA DE BOEDO,56,VELEZ SARSFIELD AZUL,37,700,300,-153.0,-120.0,0.75,0.5,1,0.65,133.33125,43.87500000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,1,22/5/2022,ARGENTINOS JUNIORS,60,CIRCULO URQUIZA AZUL,47,700,300,-45.0,-61.5,0.75,0.5,1,0.65,159.65625000000003,58.134375000000006
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,2,27/3/2022,RACING ANEXO,74,ARGENTINOS JUNIORS,40,750,250,-61.5,-136.5,0.75,0.5,1,0.65,167.821875,27.665625000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,2,27/3/2022,CIRCULO URQUIZA AZUL,52,VELEZ SARSFIELD AZUL,45,650,350,-153.0,-45.0,0.75,0.5,1,0.65,121.14375000000001,74.34375
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,3,3/4/2022,CIRCULO URQUIZA AZUL,52,ESTRELLA DE BOEDO,57,350,650,-120.0,-45.0,0.75,0.5,1,0.65,56.06250000000001,147.46875
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,3,3/4/2022,RACING ANEXO,91,VELEZ SARSFIELD AZUL,82,650,350,-153.0,-136.5,0.75,0.5,1,0.65,121.14375000000001,52.040625000000006
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,4,10/4/2022,ARGENTINOS JUNIORS,54,ESTRELLA DE BOEDO,62,350,650,-120.0,-61.5,0.75,0.5,1,0.65,56.06250000000001,143.446875
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,4,10/4/2022,RACING ANEXO,69,CIRCULO URQUIZA AZUL,46,750,250,-45.0,-136.5,0.75,0.5,1,0.65,171.84375000000003,27.665625000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,5,24/4/2022,ESTRELLA DE BOEDO,62,RACING ANEXO,54,650,350,-136.5,-120.0,0.75,0.5,1,0.65,125.165625,56.06250000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,5,24/4/2022,ARGENTINOS JUNIORS,64,VELEZ SARSFIELD AZUL,43,750,250,-153.0,-61.5,0.75,0.5,1,0.65,145.51875,45.946875000000006
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,6,1/5/2022,VELEZ SARSFIELD AZUL,32,ESTRELLA DE BOEDO,72,250,750,-120.0,-153.0,0.75,0.5,1,0.65,31.687500000000004,145.51875
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,6,1/5/2022,CIRCULO URQUIZA AZUL,67,ARGENTINOS JUNIORS,44,750,250,-61.5,-45.0,0.75,0.5,1,0.65,167.821875,49.96875000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,7,8/5/2022,ARGENTINOS JUNIORS,39,RACING ANEXO,44,350,650,-136.5,-61.5,0.75,0.5,1,0.65,52.040625000000006,143.446875
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,7,8/5/2022,VELEZ SARSFIELD AZUL,72,CIRCULO URQUIZA AZUL,61,700,300,-45.0,-153.0,0.75,0.5,1,0.65,159.65625000000003,35.831250000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,8,15/5/2022,ESTRELLA DE BOEDO,70,CIRCULO URQUIZA AZUL,38,750,250,-45.0,-120.0,0.75,0.5,1,0.65,171.84375000000003,31.687500000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,8,15/5/2022,VELEZ SARSFIELD AZUL,61,RACING ANEXO,57,650,350,-136.5,-153.0,0.75,0.5,1,0.65,125.165625,48.018750000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,9,29/5/2022,ESTRELLA DE BOEDO,43,ARGENTINOS JUNIORS,45,350,650,-61.5,-120.0,0.75,0.5,1,0.65,70.321875,129.1875
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,9,29/5/2022,CIRCULO URQUIZA AZUL,71,RACING ANEXO,73,350,650,-136.5,-45.0,0.75,0.5,1,0.65,52.040625000000006,147.46875
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,10,5/6/2022,RACING ANEXO,71,ESTRELLA DE BOEDO,51,750,250,-120.0,-136.5,0.75,0.5,1,0.65,153.5625,27.665625000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,CENTRO,D,10,5/6/2022,VELEZ SARSFIELD AZUL,47,ARGENTINOS JUNIORS,57,300,700,-61.5,-153.0,0.75,0.5,1,0.65,58.134375000000006,133.33125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,1,22/5/2022,DEP. MORON ROJO,35,SAN FERNANDO BLANCO,62,250,750,-10.5,-123.0,0.75,0.5,1,0.65,58.378125000000004,152.83125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,1,22/5/2022,NAUTICO BUCHARDO B,68,LAS HERAS B,46,750,250,-46.5,-70.5,0.75,0.5,1,0.65,171.478125,43.753125000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,2,27/3/2022,PORTEÑO ATLETICO CLUB,76,DEP. MORON ROJO,29,750,250,-123.0,-141.0,0.75,0.5,1,0.65,152.83125,26.56875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,2,27/3/2022,LAS HERAS B,53,SAN FERNANDO BLANCO,61,350,650,-10.5,-46.5,0.75,0.5,1,0.65,82.75312500000001,147.103125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,3,3/4/2022,DEP. MORON ROJO,41,LAS HERAS B,55,300,700,-46.5,-123.0,0.75,0.5,1,0.65,61.790625000000006,140.64375
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,3,3/4/2022,NAUTICO BUCHARDO B,33,PORTEÑO ATLETICO CLUB,60,250,750,-141.0,-70.5,0.75,0.5,1,0.65,26.56875,165.628125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,4,10/4/2022,NAUTICO BUCHARDO B,59,DEP. MORON ROJO,29,750,250,-123.0,-70.5,0.75,0.5,1,0.65,152.83125,43.753125000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,4,10/4/2022,PORTEÑO ATLETICO CLUB,81,SAN FERNANDO BLANCO,57,750,250,-10.5,-141.0,0.75,0.5,1,0.65,180.253125,26.56875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,5,24/4/2022,LAS HERAS B,46,PORTEÑO ATLETICO CLUB,78,250,750,-141.0,-46.5,0.75,0.5,1,0.65,26.56875,171.478125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,5,24/4/2022,SAN FERNANDO BLANCO,77,NAUTICO BUCHARDO B,59,700,300,-70.5,-10.5,0.75,0.5,1,0.65,153.440625,70.56562500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,6,1/5/2022,SAN FERNANDO BLANCO,104,DEP. MORON ROJO,35,750,250,-123.0,-10.5,0.75,0.5,1,0.65,152.83125,58.378125000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,6,1/5/2022,LAS HERAS B,49,NAUTICO BUCHARDO B,86,250,750,-70.5,-46.5,0.75,0.5,1,0.65,43.753125000000004,171.478125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,7,8/5/2022,DEP. MORON ROJO,34,PORTEÑO ATLETICO CLUB,84,250,750,-141.0,-123.0,0.75,0.5,1,0.65,26.56875,152.83125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,7,8/5/2022,SAN FERNANDO BLANCO,63,LAS HERAS B,43,750,250,-46.5,-10.5,0.75,0.5,1,0.65,171.478125,58.378125000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,8,15/5/2022,PORTEÑO ATLETICO CLUB,73,NAUTICO BUCHARDO B,46,750,250,-70.5,-141.0,0.75,0.5,1,0.65,165.628125,26.56875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,9,29/5/2022,DEP. MORON ROJO,38,NAUTICO BUCHARDO B,70,250,750,-70.5,-123.0,0.75,0.5,1,0.65,43.753125000000004,152.83125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,9,29/5/2022,SAN FERNANDO BLANCO,38,PORTEÑO ATLETICO CLUB,61,250,750,-141.0,-10.5,0.75,0.5,1,0.65,26.56875,180.253125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,10,5/6/2022,PORTEÑO ATLETICO CLUB,76,LAS HERAS B,30,750,250,-46.5,-141.0,0.75,0.5,1,0.65,171.478125,26.56875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,A,10,5/6/2022,NAUTICO BUCHARDO B,53,SAN FERNANDO BLANCO,62,350,650,-10.5,-70.5,0.75,0.5,1,0.65,82.75312500000001,141.253125
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,1,22/5/2022,COOPERATIVA TORTUGUITAS,74,CAZA Y PESCA B,85,300,700,39.0,-31.5,0.75,0.5,1,0.65,82.63125000000001,162.946875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,1,22/5/2022,NAUTICO HACOAJ AZUL,66,VICTORIA,61,650,350,57.0,3.0,0.75,0.5,1,0.65,172.33125,86.04375
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,1,22/5/2022,CLUB TRES DE FEBRERO AZUL,20,CLUB 12 DE OCTUBRE,0,700,0,31.5,-24.0,0.75,0.5,1,0.65,178.30312500000002,-5.8500000000000005
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,2,27/3/2022,CLUB TRES DE FEBRERO AZUL,71,COOPERATIVA TORTUGUITAS,59,700,300,-31.5,-24.0,0.75,0.5,1,0.65,162.946875,67.275
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,2,27/3/2022,CLUB 12 DE OCTUBRE,0,NAUTICO HACOAJ AZUL,20,0,700,3.0,31.5,0.75,0.5,1,0.65,0.7312500000000001,178.30312500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,2,27/3/2022,VICTORIA,85,CAZA Y PESCA B,50,750,250,39.0,57.0,0.75,0.5,1,0.65,192.31875000000002,74.83125000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,3,3/4/2022,VICTORIA,20,COOPERATIVA TORTUGUITAS,0,700,0,-31.5,57.0,0.75,0.5,1,0.65,162.946875,13.89375
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,3,3/4/2022,CAZA Y PESCA B,77,CLUB 12 DE OCTUBRE,54,750,250,31.5,39.0,0.75,0.5,1,0.65,190.49062500000002,70.44375000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,3,3/4/2022,NAUTICO HACOAJ AZUL,62,CLUB TRES DE FEBRERO AZUL,49,700,300,-24.0,3.0,0.75,0.5,1,0.65,164.775,73.85625
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,4,10/4/2022,NAUTICO HACOAJ AZUL,63,COOPERATIVA TORTUGUITAS,55,650,350,-31.5,3.0,0.75,0.5,1,0.65,150.759375,86.04375
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,4,10/4/2022,CLUB TRES DE FEBRERO AZUL,46,CAZA Y PESCA B,49,350,650,39.0,-24.0,0.75,0.5,1,0.65,94.81875000000001,152.5875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,5,24/4/2022,COOPERATIVA TORTUGUITAS,102,CLUB 12 DE OCTUBRE,64,750,250,31.5,-31.5,0.75,0.5,1,0.65,190.49062500000002,53.259375000000006
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,5,24/4/2022,VICTORIA,71,CLUB TRES DE FEBRERO AZUL,36,750,250,-24.0,57.0,0.75,0.5,1,0.65,176.9625,74.83125000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,5,24/4/2022,CAZA Y PESCA B,54,NAUTICO HACOAJ AZUL,51,650,350,3.0,39.0,0.75,0.5,1,0.65,159.16875000000002,94.81875000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,6,1/5/2022,CAZA Y PESCA B,66,COOPERATIVA TORTUGUITAS,71,350,650,-31.5,39.0,0.75,0.5,1,0.65,77.634375,167.94375000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,6,1/5/2022,VICTORIA,63,NAUTICO HACOAJ AZUL,57,650,350,3.0,57.0,0.75,0.5,1,0.65,159.16875000000002,99.20625000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,6,1/5/2022,CLUB 12 DE OCTUBRE,59,CLUB TRES DE FEBRERO AZUL,70,300,700,-24.0,31.5,0.75,0.5,1,0.65,67.275,178.30312500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,7,8/5/2022,COOPERATIVA TORTUGUITAS,54,CLUB TRES DE FEBRERO AZUL,49,650,350,-24.0,-31.5,0.75,0.5,1,0.65,152.5875,77.634375
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,7,8/5/2022,NAUTICO HACOAJ AZUL,73,CLUB 12 DE OCTUBRE,44,750,250,31.5,3.0,0.75,0.5,1,0.65,190.49062500000002,61.66875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,7,8/5/2022,CAZA Y PESCA B,36,VICTORIA,52,300,700,57.0,39.0,0.75,0.5,1,0.65,87.01875000000001,180.13125000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,8,15/5/2022,COOPERATIVA TORTUGUITAS,70,VICTORIA,77,350,650,57.0,-31.5,0.75,0.5,1,0.65,99.20625000000001,150.759375
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,8,15/5/2022,CLUB 12 DE OCTUBRE,43,CAZA Y PESCA B,70,250,750,39.0,31.5,0.75,0.5,1,0.65,70.44375000000001,190.49062500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,8,15/5/2022,CLUB TRES DE FEBRERO AZUL,52,NAUTICO HACOAJ AZUL,64,300,700,3.0,-24.0,0.75,0.5,1,0.65,73.85625,164.775
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,9,29/5/2022,COOPERATIVA TORTUGUITAS,0,NAUTICO HACOAJ AZUL,20,0,700,3.0,-31.5,0.75,0.5,1,0.65,0.7312500000000001,162.946875
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,9,29/5/2022,CAZA Y PESCA B,77,CLUB TRES DE FEBRERO AZUL,44,750,250,-24.0,39.0,0.75,0.5,1,0.65,176.9625,70.44375000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,9,29/5/2022,VICTORIA,93,CLUB 12 DE OCTUBRE,23,750,250,31.5,57.0,0.75,0.5,1,0.65,190.49062500000002,74.83125000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,10,5/6/2022,CLUB TRES DE FEBRERO AZUL,49,VICTORIA,59,300,700,57.0,-24.0,0.75,0.5,1,0.65,87.01875000000001,164.775
2022,JUVENILES,Fase Regular,1ra Fase,3,NORTE,B,10,5/6/2022,NAUTICO HACOAJ AZUL,56,CAZA Y PESCA B,59,350,650,39.0,3.0,0.75,0.5,1,0.65,94.81875000000001,159.16875000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,1,22/5/2022,DEFENSORES DE SANTOS LUGARES,44,SAN MIGUEL,80,250,750,-13.5,10.5,0.75,0.5,1,0.65,57.64687500000001,185.37187500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,1,22/5/2022,ARGENTINO DE CASTELAR CENTRO,20,A.F.A.L.P. B,0,700,0,-100.5,18.0,0.75,0.5,1,0.65,146.128125,4.3875
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,1,22/5/2022,CLUB GEI BLANCO,82,CLUB PORTUGUES DEL GRAN BUENOS AIRES,27,750,250,-112.5,-39.0,0.75,0.5,1,0.65,155.390625,51.431250000000006
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,2,27/3/2022,CLUB GEI BLANCO,75,DEFENSORES DE SANTOS LUGARES,37,750,250,10.5,-39.0,0.75,0.5,1,0.65,185.37187500000002,51.431250000000006
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,2,27/3/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,59,ARGENTINO DE CASTELAR CENTRO,50,650,350,18.0,-112.5,0.75,0.5,1,0.65,162.82500000000002,57.89062500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,2,27/3/2022,A.F.A.L.P. B,22,SAN MIGUEL,31,350,650,-13.5,-100.5,0.75,0.5,1,0.65,82.02187500000001,133.940625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,3,3/4/2022,DEFENSORES DE SANTOS LUGARES,20,A.F.A.L.P. B,0,700,0,-100.5,10.5,0.75,0.5,1,0.65,146.128125,2.559375
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,3,3/4/2022,SAN MIGUEL,78,CLUB PORTUGUES DEL GRAN BUENOS AIRES,46,750,250,-112.5,-13.5,0.75,0.5,1,0.65,155.390625,57.64687500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,3,3/4/2022,ARGENTINO DE CASTELAR CENTRO,48,CLUB GEI BLANCO,74,250,750,-39.0,18.0,0.75,0.5,1,0.65,51.431250000000006,187.20000000000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,4,10/4/2022,ARGENTINO DE CASTELAR CENTRO,91,DEFENSORES DE SANTOS LUGARES,22,750,250,10.5,18.0,0.75,0.5,1,0.65,185.37187500000002,65.325
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,4,10/4/2022,CLUB GEI BLANCO,62,SAN MIGUEL,65,350,650,-13.5,-39.0,0.75,0.5,1,0.65,82.02187500000001,148.93125
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,4,10/4/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,64,A.F.A.L.P. B,26,750,250,-100.5,-112.5,0.75,0.5,1,0.65,158.315625,33.515625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,5,24/4/2022,DEFENSORES DE SANTOS LUGARES,45,CLUB PORTUGUES DEL GRAN BUENOS AIRES,75,250,750,-112.5,10.5,0.75,0.5,1,0.65,33.515625,185.37187500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,5,24/4/2022,A.F.A.L.P. B,37,CLUB GEI BLANCO,63,250,750,-39.0,-100.5,0.75,0.5,1,0.65,51.431250000000006,158.315625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,5,24/4/2022,SAN MIGUEL,81,ARGENTINO DE CASTELAR CENTRO,72,650,350,18.0,-13.5,0.75,0.5,1,0.65,162.82500000000002,82.02187500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,6,1/5/2022,SAN MIGUEL,71,DEFENSORES DE SANTOS LUGARES,33,750,250,10.5,-13.5,0.75,0.5,1,0.65,185.37187500000002,57.64687500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,6,1/5/2022,A.F.A.L.P. B,26,ARGENTINO DE CASTELAR CENTRO,75,250,750,18.0,-100.5,0.75,0.5,1,0.65,65.325,158.315625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,6,1/5/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,47,CLUB GEI BLANCO,53,350,650,-39.0,-112.5,0.75,0.5,1,0.65,75.80625,131.015625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,7,8/5/2022,DEFENSORES DE SANTOS LUGARES,26,CLUB GEI BLANCO,71,250,750,-39.0,10.5,0.75,0.5,1,0.65,51.431250000000006,185.37187500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,7,8/5/2022,ARGENTINO DE CASTELAR CENTRO,82,CLUB PORTUGUES DEL GRAN BUENOS AIRES,64,700,300,-112.5,18.0,0.75,0.5,1,0.65,143.203125,77.5125
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,7,8/5/2022,SAN MIGUEL,103,A.F.A.L.P. B,21,750,250,-100.5,-13.5,0.75,0.5,1,0.65,158.315625,57.64687500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,8,15/5/2022,A.F.A.L.P. B,43,DEFENSORES DE SANTOS LUGARES,37,650,350,10.5,-100.5,0.75,0.5,1,0.65,160.99687500000002,60.815625000000004
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,8,15/5/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,37,SAN MIGUEL,53,300,700,-13.5,-112.5,0.75,0.5,1,0.65,69.83437500000001,143.203125
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,8,15/5/2022,CLUB GEI BLANCO,49,ARGENTINO DE CASTELAR CENTRO,48,650,350,18.0,-39.0,0.75,0.5,1,0.65,162.82500000000002,75.80625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,9,29/5/2022,DEFENSORES DE SANTOS LUGARES,36,ARGENTINO DE CASTELAR CENTRO,67,250,750,18.0,10.5,0.75,0.5,1,0.65,65.325,185.37187500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,9,29/5/2022,SAN MIGUEL,61,CLUB GEI BLANCO,50,700,300,-39.0,-13.5,0.75,0.5,1,0.65,161.11875,69.83437500000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,9,29/5/2022,A.F.A.L.P. B,21,CLUB PORTUGUES DEL GRAN BUENOS AIRES,56,250,750,-112.5,-100.5,0.75,0.5,1,0.65,33.515625,158.315625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,10,5/6/2022,CLUB PORTUGUES DEL GRAN BUENOS AIRES,63,DEFENSORES DE SANTOS LUGARES,23,750,250,10.5,-112.5,0.75,0.5,1,0.65,185.37187500000002,33.515625
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,10,5/6/2022,CLUB GEI BLANCO,20,A.F.A.L.P. B,0,700,0,-100.5,-39.0,0.75,0.5,1,0.65,146.128125,-9.506250000000001
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,A,10,5/6/2022,ARGENTINO DE CASTELAR CENTRO,82,SAN MIGUEL,57,750,250,-13.5,18.0,0.75,0.5,1,0.65,179.52187500000002,65.325
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,B,1,22/5/2022,MORON B,70,CIUDADELA NORTE,50,750,250,-90.0,37.5,0.75,0.5,1,0.65,160.87500000000003,70.078125
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,B,1,22/5/2022,CENTRO ESPAÑOL,46,ITALIANO DE JOSE C PAZ,52,350,650,0.0,25.5,0.75,0.5,1,0.65,85.31250000000001,164.65312500000002
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,B,1,22/5/2022,HURACAN DE SAN JUSTO BLANCO,82,SITAS,12,750,250,-49.5,33.0,0.75,0.5,1,0.65,170.74687500000002,68.98125
2022,JUVENILES,Fase Regular,1ra Fase,3,OESTE,B,2,27/3/2022,ITALIANO DE JOSE C PAZ,60,SITAS,20,750,250,-49.5,0.0,0.75,0.5,1,0.65,170.74687500000002,60.93750000000001
