anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,BP_LOCAL,BP_VISITA,ORP_LOCAL,ORP_VISITA,peso_nivel,peso_anio,peso_ronda,peso_fase,LocalSuma,VisitaSuma
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,GEBA-FERROCARRIL OESTE C,1,8/12/2024,GEBA,97,FERROCARRIL OESTE C,45,750,250,-44.25,6.75,0.85,1,4,0.75,1799.6625,654.7125
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,COPELLO-PINOCHO BLANCO,1,8/12/2024,COPELLO,74,PINOCHO BLANCO,46,750,250,24.75,-0.75,0.85,1,4,0.75,1975.6125,635.5875
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,ESTRELLA DE BOEDO-ARGENTINOS JUNIORS,1,8/12/2024,ESTRELLA DE BOEDO,65,ARGENTINOS JUNIORS,59,650,350,-15.75,-63.75,0.85,1,4,0.75,1617.3374999999999,729.9375
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,CIUDAD DE BUENOS AIRES B-VELEZ SARSFIELD AZUL,1,8/12/2024,CIUDAD DE BUENOS AIRES B,72,VELEZ SARSFIELD AZUL,52,750,250,-54.75,50.25,0.85,1,4,0.75,1772.8874999999998,765.6374999999999
2024,JUVENILES,Playoff,SEMIFINAL,2,CENTRO,GEBA-COPELLO,1,15/12/2024,GEBA,67,COPELLO,62,650,350,-0.75,6.75,0.85,1,6,0.75,2483.38125,1364.56875
2024,JUVENILES,Playoff,SEMIFINAL,2,CENTRO,CIUDAD DE BUENOS AIRES B-ESTRELLA DE BOEDO,1,15/12/2024,CIUDAD DE BUENOS AIRES B,66,ESTRELLA DE BOEDO,60,650,350,-63.75,50.25,0.85,1,6,0.75,2242.40625,1530.95625
2024,JUVENILES,Playoff,FINAL,2,CENTRO,GEBA-CIUDAD DE BUENOS AIRES B,1,22/12/2024,GEBA,74,CIUDAD DE BUENOS AIRES B,51,750,250,50.25,6.75,0.85,1,6,0.75,3060.9562499999997,982.0687499999999
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,CIRCULO URQUIZA AZUL-CLUB SOCIAL Y DEPORTIVO ARENAL,1,8/12/2024,CIRCULO URQUIZA AZUL,63,CLUB SOCIAL Y DEPORTIVO ARENAL,45,700,300,-137.25,-21.75,0.85,1,4,0.75,1435.0124999999998,709.5374999999999
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,COOPERATIVA TORTUGUITAS-YUPANQUI,1,8/12/2024,COOPERATIVA TORTUGUITAS,72,YUPANQUI,58,700,300,-26.25,-8.25,0.85,1,4,0.75,1718.0624999999998,743.9625
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,ARMENIA-HEBRAICA,1,8/12/2024,ARMENIA,42,HEBRAICA,70,250,750,93.75,26.25,0.85,1,4,0.75,876.5624999999999,1979.4374999999998
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,U.V.V.ADELINA-CLUB TRES DE FEBRERO AZUL,1,8/12/2024,U.V.V.ADELINA,76,CLUB TRES DE FEBRERO AZUL,42,750,250,29.25,75.75,0.85,1,4,0.75,1987.0874999999999,830.6624999999999
2024,JUVENILES,Playoff,SEMIFINAL,2,CENTRO,CIRCULO URQUIZA AZUL-COOPERATIVA TORTUGUITAS,1,15/12/2024,CIRCULO URQUIZA AZUL,51,COOPERATIVA TORTUGUITAS,45,650,350,-8.25,-21.75,0.85,1,6,0.75,2454.69375,1255.5562499999999
2024,JUVENILES,Playoff,SEMIFINAL,2,CENTRO,U.V.V.ADELINA-HEBRAICA,1,15/12/2024,U.V.V.ADELINA,71,HEBRAICA,66,650,350,93.75,75.75,0.85,1,6,0.75,2844.84375,1628.4937499999999
2024,JUVENILES,Playoff,FINAL,2,CENTRO,CIRCULO URQUIZA AZUL-U.V.V.ADELINA,1,22/12/2024,CIRCULO URQUIZA AZUL,51,U.V.V.ADELINA,48,650,350,75.75,-21.75,0.85,1,6,0.75,2775.9937499999996,1255.5562499999999
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,VILLEGAS BASQUET-GUILLON BASQUET,1,8/12/2024,VILLEGAS BASQUET,69,GUILLON BASQUET,40,750,250,-33.75,18.75,0.85,1,4,0.75,1826.4374999999998,685.3125
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-JUVENTUD UNIDA,1,8/12/2024,G.E DE LOMAS DE ZAMORA B,88,JUVENTUD UNIDA,58,750,250,-50.25,-23.25,0.85,1,4,0.75,1784.3625,578.2125
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,LUZ Y ARTE-CLUB SOCIAL EZEIZA,1,8/12/2024,LUZ Y ARTE,61,CLUB SOCIAL EZEIZA,69,350,650,-48.75,-93.75,0.85,1,4,0.75,768.1875,1418.4375
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,COUNTRY BANFIELD-COLON FC,1,8/12/2024,COUNTRY BANFIELD A,66,COLON FC,55,700,300,-42.75,20.25,0.85,1,4,0.75,1675.9875,816.6374999999999
2024,JUVENILES,Playoff,SEMIFINAL,2,SUR,VILLEGAS BASQUET-G.E DE LOMAS DE ZAMORA B,1,15/12/2024,VILLEGAS BASQUET,53,G.E DE LOMAS DE ZAMORA B,61,350,650,-23.25,18.75,0.85,1,6,0.75,1249.81875,2557.96875
2024,JUVENILES,Playoff,SEMIFINAL,2,SUR,COUNTRY BANFIELD-CLUB SOCIAL EZEIZA,1,15/12/2024,COUNTRY BANFIELD A,77,CLUB SOCIAL EZEIZA,69,650,350,-48.75,20.25,0.85,1,6,0.75,2299.78125,1416.20625
2024,JUVENILES,Playoff,FINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-COUNTRY BANFIELD,1,22/12/2024,G.E DE LOMAS DE ZAMORA B,69,COUNTRY BANFIELD A,40,750,250,20.25,-23.25,0.85,1,6,0.75,2946.2062499999997,867.3187499999999
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,UNITARIOS DE MARCOS PAZ-EL PALOMAR,1,8/12/2024,UNITARIOS DE MARCOS PAZ,76,EL PALOMAR,44,750,250,-2.25,41.25,0.85,1,4,0.75,1906.7624999999998,742.6875
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,SITAS-CLUB PORTUGUES DEL GRAN BUENOS AIRES,1,8/12/2024,SITAS,76,CLUB PORTUGUES DEL GRAN BUENOS AIRES,70,650,350,-11.25,-39.75,0.85,1,4,0.75,1628.8125,791.1374999999999
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,MORON B-Club GEI BLANCO,1,8/12/2024,MORON B,54,CLUB GEI BLANCO,39,700,300,-32.25,11.25,0.85,1,4,0.75,1702.7624999999998,793.6875
2024,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,CLUB CEPA-CIUDADELA NORTE,1,8/12/2024,CLUB CEPA,71,CIUDADELA NORTE,56,700,300,-51.75,-135.75,0.85,1,4,0.75,1653.0375,418.8375
2024,JUVENILES,Playoff,SEMIFINAL,2,OESTE,UNITARIOS DE MARCOS PAZ-SITAS,1,15/12/2024,UNITARIOS DE MARCOS PAZ,91,SITAS,53,750,250,-39.75,41.25,0.85,1,6,0.75,2716.7062499999997,1114.03125
2024,JUVENILES,Playoff,SEMIFINAL,2,OESTE,CLUB CEPA-MORON B,1,15/12/2024,CLUB CEPA,53,MORON B,45,650,350,11.25,-135.75,0.85,1,6,0.75,2529.28125,819.5062499999999
2024,JUVENILES,Playoff,FINAL,2,OESTE,UNITARIOS DE MARCOS PAZ-CLUB CEPA,1,22/12/2024,UNITARIOS DE MARCOS PAZ,59,CLUB CEPA,64,350,650,-135.75,41.25,0.85,1,6,0.75,819.5062499999999,2644.03125
2024,JUVENILES,Playoff,SEMIFINAL,1,SUR,RACING CLUB-LANUS B,1,8/12/2024,RACING CLUB,85,LANUS B,76,650,350,-12.75,107.25,1.0,1,6,0.75,2867.625,2057.625
2024,JUVENILES,Playoff,SEMIFINAL,1,SUR,CAÑUELAS FC-MONTE GRANDE,1,8/12/2024,CAÑUELAS FC,79,MONTE GRANDE,67,700,300,92.25,101.25,1.0,1,6,0.75,3565.125,1805.625
2024,JUVENILES,Playoff,FINAL,1,SUR,RACING CLUB-CAÑUELAS FC,1,14/12/2024,RACING CLUB,78,CAÑUELAS FC,80,350,650,101.25,107.25,1.0,1,6,0.75,2030.625,3407.625
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,PINOCHO-WILDE SPORTING,1,1/12/2024,PINOCHO,77,WILDE SPORTING,55,750,250,134.25,140.25,2.0,1,4,1.0,7074.0,3122.0
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,BOCA JUNIORS AZUL-ESTUDIANTIL PORTEÑO A,1,1/12/2024,BOCA JUNIORS AZUL,64,ESTUDIANTIL PORTEÑO A,73,350,650,137.25,153.75,2.0,1,4,1.0,3898.0,6430.0
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,LANUS A-GEVP BLANCO,1,1/12/2024,LANUS A,90,GEVP BLANCO,59,750,250,149.25,152.25,2.0,1,4,1.0,7194.0,3218.0
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,CLUB TRES DE FEBRERO BLANCO-FERROCARRIL OESTE A,1,1/12/2024,CLUB TRES DE FEBRERO BLANCO,64,FERROCARRIL OESTE A,80,300,700,155.25,143.25,2.0,1,4,1.0,3642.0,6746.0
2024,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA A,INTERCONFERENCIA,PINOCHO-ESTUDIANTIL PORTEÑO A,1,8/12/2024,PINOCHO,82,ESTUDIANTIL PORTEÑO A,68,700,300,137.25,140.25,2.0,1,6,1.0,10047.0,5283.0
2024,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA A,INTERCONFERENCIA,LANUS A-FERROCARRIL OESTE A,1,8/12/2024,LANUS A,54,FERROCARRIL OESTE A,79,250,750,155.25,152.25,2.0,1,6,1.0,4863.0,10827.0
2024,JUVENILES,Playoff,FINAL,INTERCONFERENCIA A,INTERCONFERENCIA,PINOCHO-FERROCARRIL OESTE A,1,15/12/2024,PINOCHO,51,FERROCARRIL OESTE A,62,300,700,155.25,140.25,2.0,1,6,1.0,5463.0,10083.0
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,RACING CLUB-TEMPERLEY,1,1/12/2024,RACING CLUB,74,TEMPERLEY,57,700,300,86.25,107.25,1.0,1,4,0.75,2358.75,1221.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,MONTE GRANDE-CLUB  SOCIAL  ALEJANDRO  KORN,1,1/12/2024,MONTE GRANDE,66,CLUB SOCIAL ALEJANDRO KORN,50,700,300,27.75,92.25,1.0,1,4,0.75,2183.25,1176.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,LANUS B-DEFENSORES DE BANFIELD,1,1/12/2024,LANUS B,82,DEFENSORES DE BANFIELD,65,700,300,38.25,-12.75,1.0,1,4,0.75,2214.75,861.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,CAÑUELAS FC-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,1,1/12/2024,CAÑUELAS FC,79,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,56,750,250,116.25,101.25,1.0,1,4,0.75,2598.75,1053.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,A.F.A.L.P. A-DEFENSORES DE HURLINGHAM VERDE,1,1/12/2024,A.F.A.L.P. A,62,DEFENSORES DE HURLINGHAM VERDE,58,650,350,56.25,113.25,1.0,1,4,0.75,2118.75,1389.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,PORTEÑO ATLETICO CLUB-NOLTING,1,1/12/2024,PORTEÑO ATLETICO CLUB,97,NOLTING,79,700,300,62.25,-17.25,1.0,1,4,0.75,2286.75,848.25
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,SAN MIGUEL-LOS INDIOS DE MORENO BLANCO,1,1/12/2024,SAN MIGUEL,68,LOS INDIOS DE MORENO BLANCO,54,700,300,21.75,81.75,1.0,1,4,0.75,2165.25,1145.25
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,HURACAN DE SAN JUSTO ROJO-MIDLAND,1,1/12/2024,HURACAN DE SAN JUSTO ROJO,99,MIDLAND,109,300,700,30.75,78.75,1.0,1,4,0.75,992.25,2336.25
2024,JUVENILES,Playoff,SEMIFINAL,1,OESTE,A.F.A.L.P. A-PORTEÑO ATLETICO CLUB,1,8/12/2024,A.F.A.L.P. A,62,PORTEÑO ATLETICO CLUB,54,650,350,-17.25,113.25,1.0,1,6,0.75,2847.375,2084.625
2024,JUVENILES,Playoff,SEMIFINAL,1,OESTE,SAN MIGUEL-MIDLAND,1,8/12/2024,SAN MIGUEL,71,MIDLAND,82,300,700,30.75,81.75,1.0,1,6,0.75,1488.375,3517.875
2024,JUVENILES,Playoff,FINAL,1,OESTE,A.F.A.L.P. A-MIDLAND,1,15/12/2024,A.F.A.L.P. A,78,MIDLAND,61,700,300,30.75,113.25,1.0,1,6,0.75,3288.375,1859.625
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB ATLETICO PILAR-NAUTICO HACOAJ BLANCO,1,1/12/2024,CLUB ATLETICO PILAR,66,NAUTICO HACOAJ BLANCO,34,750,250,63.75,3.75,1.0,1,4,0.75,2441.25,761.25
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,LAS HERAS A-SOCIAL BECCAR,1,1/12/2024,LAS HERAS A,52,SOCIAL BECCAR,54,350,650,57.75,2.25,1.0,1,4,0.75,1223.25,1956.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,UNION VECINAL DE MUNRO-OBRAS NORTE,1,1/12/2024,UNION VECINAL DE MUNRO,82,OBRAS NORTE,73,650,350,144.75,39.75,1.0,1,4,0.75,2384.25,1169.25
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,BANCO NACIÓN-BANCO PROVINCIA,1,1/12/2024,BANCO NACIÓN,70,BANCO PROVINCIA,54,700,300,72.75,12.75,1.0,1,4,0.75,2318.25,938.25
2024,JUVENILES,Playoff,SEMIFINAL,1,NORTE,CLUB ATLETICO PILAR-SOCIAL BECCAR,1,8/12/2024,CLUB ATLETICO PILAR,86,SOCIAL BECCAR,71,700,300,57.75,3.75,1.0,1,6,0.75,3409.875,1366.875
2024,JUVENILES,Playoff,SEMIFINAL,1,NORTE,BANCO NACIÓN-UNION VECINAL DE MUNRO,1,8/12/2024,BANCO NACIÓN,50,UNION VECINAL DE MUNRO,75,250,750,39.75,12.75,1.0,1,6,0.75,1303.875,3432.375
2024,JUVENILES,Playoff,FINAL,1,NORTE,CLUB ATLETICO PILAR-UNION VECINAL DE MUNRO,1,15/12/2024,CLUB ATLETICO PILAR,74,UNION VECINAL DE MUNRO,67,650,350,39.75,3.75,1.0,1,6,0.75,3103.875,1591.875
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,"PLATENSE MARRON-DEPORTIVO CROVARA  ""A""",1,1/12/2024,PLATENSE MARRON,105,"DEPORTIVO CROVARA  ""A""",58,750,250,60.75,95.25,1.0,1,4,0.75,2432.25,1035.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,APV-ALL BOYS BLANCO,1,1/12/2024,APV,81,ALL BOYS BLANCO,95,300,700,51.75,71.25,1.0,1,4,0.75,1055.25,2313.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,ITALIANO-GEVP CELESTE,1,1/12/2024,ITALIANO,45,GEVP CELESTE,60,300,700,23.25,98.25,1.0,1,4,0.75,969.75,2394.75
2024,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,EL TALAR-JOSE HERNANDEZ A,1,1/12/2024,EL TALAR,80,JOSE HERNANDEZ A,67,700,300,80.25,48.75,1.0,1,4,0.75,2340.75,1046.25
2024,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,PLATENSE MARRON-ALL BOYS BLANCO,1,8/12/2024,PLATENSE MARRON,101,ALL BOYS BLANCO,92,650,350,51.75,95.25,1.0,1,6,0.75,3157.875,2003.625
2024,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,EL TALAR-GEVP CELESTE,1,8/12/2024,EL TALAR,79,GEVP CELESTE,72,650,350,23.25,48.75,1.0,1,6,0.75,3029.625,1794.375
2024,JUVENILES,Playoff,FINAL,1,CENTRO,PLATENSE MARRON-EL TALAR,1,15/12/2024,PLATENSE MARRON,75,EL TALAR,61,700,300,48.75,95.25,1.0,1,6,0.75,3369.375,1778.625
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,OBRAS CENTRO-BERAZATEGUI,1,1/12/2024,OBRAS CENTRO,96,BERAZATEGUI,48,750,250,102.75,150.75,1.5,1,4,1.0,5116.5,2404.5
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,LOS INDIOS DE MORENO NEGRO-SAN LORENZO AZUL,1,1/12/2024,LOS INDIOS DE MORENO NEGRO,67,SAN LORENZO AZUL,75,350,650,122.25,131.25,1.5,1,4,1.0,2833.5,4687.5
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,CIUDAD DE BUENOS AIRES-C.A.S.A PADUA A,1,1/12/2024,CIUDAD DE BUENOS AIRES A,69,C.A.S.A PADUA A,74,350,650,123.75,125.25,1.5,1,4,1.0,2842.5,4651.5
2024,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,CLARIDAD-SAN FERNANDO AZUL,1,1/12/2024,CLARIDAD,96,SAN FERNANDO AZUL,64,750,250,126.75,108.75,1.5,1,4,1.0,5260.5,2152.5
2024,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA B,INTERCONFERENCIA,OBRAS CENTRO-SAN LORENZO AZUL,1,8/12/2024,OBRAS CENTRO,78,SAN LORENZO AZUL,56,750,250,122.25,150.75,1.5,1,6,1.0,7850.25,3606.75
2024,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA B,INTERCONFERENCIA,CLARIDAD-C.A.S.A PADUA A,1,8/12/2024,CLARIDAD,85,C.A.S.A PADUA A,91,350,650,123.75,108.75,1.5,1,6,1.0,4263.75,6828.75
2024,JUVENILES,Playoff,FINAL,INTERCONFERENCIA B,INTERCONFERENCIA,OBRAS CENTRO-C.A.S.A PADUA A,1,15/12/2024,OBRAS CENTRO,82,C.A.S.A PADUA A,81,650,350,123.75,150.75,1.5,1,6,1.0,6963.75,4506.75
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,ESTUDIANTIL PORTEÑO A-ARGENTINO DE CASTELAR NORTE,1,24/11/2024,ESTUDIANTIL PORTEÑO A,88,ARGENTINO DE CASTELAR NORTE,85,650,350,138.75,137.25,2.0,1,1,1.0,1577.5,974.5
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,GEVP BLANCO-G.E DE LOMAS DE ZAMORA A,1,24/11/2024,GEVP BLANCO,79,G.E DE LOMAS DE ZAMORA A,65,700,300,146.25,149.25,2.0,1,1,1.0,1692.5,898.5
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,FERROCARRIL OESTE A-MORON A,1,24/11/2024,FERROCARRIL OESTE A,77,MORON A,39,750,250,132.75,155.25,2.0,1,1,1.0,1765.5,810.5
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA A,INTERCONFERENCIA,WILDE SPORTING-RIVER PLATE,1,24/11/2024,WILDE SPORTING,61,RIVER PLATE,57,650,350,147.75,134.25,2.0,1,1,1.0,1595.5,968.5
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,SAN LORENZO AZUL-QUILMES A.C.,1,24/11/2024,SAN LORENZO AZUL,77,QUILMES A.C.,63,700,300,135.75,122.25,1.5,1,1,1.0,1253.625,633.375
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,C.A.S.A PADUA A-COMUNICACIONES,1,24/11/2024,C.A.S.A PADUA A,81,COMUNICACIONES,49,750,250,104.25,123.75,1.5,1,1,1.0,1281.375,560.625
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,SAN FERNANDO AZUL-Club GEI AZUL,1,24/11/2024,SAN FERNANDO AZUL,67,CLUB GEI AZUL,61,650,350,117.75,126.75,1.5,1,1,1.0,1151.625,715.125
2024,JUVENILES,Playoff,Play In,INTERCONFERENCIA B,INTERCONFERENCIA,BERAZATEGUI-VELEZ SARSFIELD BLANCO,1,24/11/2024,BERAZATEGUI,62,VELEZ SARSFIELD BLANCO,56,650,350,129.75,102.75,1.5,1,1,1.0,1169.625,679.125
2024,JUVENILES,Playoff,Play In,1,CENTRO,ALL BOYS BLANCO-VILLA MITRE,1,24/11/2024,ALL BOYS BLANCO,92,VILLA MITRE,63,750,250,59.25,51.75,1.0,1,1,0.75,606.9375,226.3125
2024,JUVENILES,Playoff,Play In,1,CENTRO,JOSE HERNANDEZ A-HARRODS GATH Y CHAVES,1,24/11/2024,JOSE HERNANDEZ A,68,HARRODS GATH Y CHAVES,53,700,300,89.25,80.25,1.0,1,1,0.75,591.9375,285.1875
2024,JUVENILES,Playoff,Play In,1,CENTRO,GEVP CELESTE-IMPERIO BLANCO,1,24/11/2024,GEVP CELESTE,91,IMPERIO BLANCO,68,750,250,110.25,23.25,1.0,1,1,0.75,645.1875,204.9375
2024,JUVENILES,Playoff,Play In,1,CENTRO,"ARQUITECTURA NEGRO-DEPORTIVO CROVARA  ""A""",1,24/11/2024,ARQUITECTURA NEGRO,64,"DEPORTIVO CROVARA  ""A""",82,300,700,60.75,99.75,1.0,1,1,0.75,270.5625,599.8125
2024,JUVENILES,Playoff,Play In,1,NORTE,SOCIAL BECCAR-VICTORIA,1,24/11/2024,SOCIAL BECCAR,69,VICTORIA,45,750,250,96.75,57.75,1.0,1,1,0.75,635.0625,230.8125
2024,JUVENILES,Playoff,Play In,1,NORTE,BANCO PROVINCIA-UNION FLORIDA,1,24/11/2024,BANCO PROVINCIA,70,UNION FLORIDA,48,750,250,87.75,72.75,1.0,1,1,0.75,628.3125,242.0625
2024,JUVENILES,Playoff,Play In,1,NORTE,OBRAS NORTE-NAUTICO BUCHARDO A,1,24/11/2024,OBRAS NORTE,84,NAUTICO BUCHARDO A,59,750,250,68.25,144.75,1.0,1,1,0.75,613.6875,296.0625
2024,JUVENILES,Playoff,Play In,1,NORTE,NAUTICO HACOAJ BLANCO-ATLETICO BOULOGNE,1,24/11/2024,NAUTICO HACOAJ BLANCO,74,ATLETICO BOULOGNE,60,700,300,83.25,63.75,1.0,1,1,0.75,587.4375,272.8125
2024,JUVENILES,Playoff,Play In,1,OESTE,NOLTING-ARGENTINO DE CASTELAR CENTRO,1,24/11/2024,NOLTING,76,ARGENTINO DE CASTELAR CENTRO,43,750,250,65.25,62.25,1.0,1,1,0.75,611.4375,234.1875
2024,JUVENILES,Playoff,Play In,1,OESTE,LOS INDIOS DE MORENO BLANCO-CEDEM,1,24/11/2024,LOS INDIOS DE MORENO BLANCO,75,CEDEM,38,750,250,53.25,21.75,1.0,1,1,0.75,602.4375,203.8125
2024,JUVENILES,Playoff,Play In,1,OESTE,MIDLAND-RAMOS MEJIA LTC,1,24/11/2024,MIDLAND,87,RAMOS MEJIA LTC,45,750,250,36.75,30.75,1.0,1,1,0.75,590.0625,210.5625
2024,JUVENILES,Playoff,Play In,1,OESTE,DEFENSORES DE HURLINGHAM VERDE-DEP. MORON BLANCO,1,24/11/2024,DEFENSORES DE HURLINGHAM VERDE,77,DEP. MORON BLANCO,55,750,250,15.75,56.25,1.0,1,1,0.75,574.3125,229.6875
2024,JUVENILES,Playoff,Play In,1,SUR,DEFENSORES DE GLEW-DEFENSORES DE BANFIELD,1,24/11/2024,DEFENSORES DE GLEW,56,DEFENSORES DE BANFIELD,79,250,750,38.25,-27.75,1.0,1,1,0.75,216.1875,541.6875
2024,JUVENILES,Playoff,Play In,1,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL-INDEPENDIENTE,1,24/11/2024,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,69,INDEPENDIENTE,62,650,350,105.75,116.25,1.0,1,1,0.75,566.8125,349.6875
2024,JUVENILES,Playoff,Play In,1,SUR,CLUB  SOCIAL  ALEJANDRO  KORN-CLUB ATLETICO BERNAL,1,24/11/2024,CLUB SOCIAL ALEJANDRO KORN,64,CLUB ATLETICO BERNAL,50,700,300,-9.75,27.75,1.0,1,1,0.75,517.6875,245.8125
2024,JUVENILES,Playoff,Play In,1,SUR,TEMPERLEY-BURZACO FC A,1,24/11/2024,TEMPERLEY,56,BURZACO FC A,53,650,350,35.25,86.25,1.0,1,1,0.75,513.9375,327.1875
2024,JUVENILES,Playoff,Play In,2,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES-EL PORVENIR,1,1/12/2024,CLUB PORTUGUES DEL GRAN BUENOS AIRES,69,EL PORVENIR,64,650,350,-141.75,-11.25,0.85,1,1,0.75,324.009375,215.95312499999997
2024,JUVENILES,Playoff,Play In,2,OESTE,UNLAM A-CIUDADELA NORTE,1,1/12/2024,UNLAM A,71,CIUDADELA NORTE,74,350,650,-51.75,-3.75,0.85,1,1,0.75,190.13437499999998,411.98437499999994
2024,JUVENILES,Playoff,Play In,2,OESTE,Club GEI BLANCO-DEP. MORON ROJO,1,1/12/2024,CLUB GEI BLANCO,71,DEP. MORON ROJO,44,750,250,-87.75,-32.25,0.85,1,1,0.75,422.184375,138.81562499999998
2024,JUVENILES,Playoff,Play In,2,OESTE,EL PALOMAR-SAN MIGUEL BLANCO,1,1/12/2024,EL PALOMAR,54,SAN MIGUEL BLANCO,44,700,300,-96.75,-2.25,0.85,1,1,0.75,384.571875,189.81562499999998
2024,JUVENILES,Playoff,Play In,2,SUR,JUVENTUD UNIDA-INDEPENDIENTE DE BURZACO,1,1/12/2024,JUVENTUD UNIDA,61,INDEPENDIENTE DE BURZACO,44,700,300,-41.25,-50.25,0.85,1,1,0.75,419.95312499999994,159.215625
2024,JUVENILES,Playoff,Play In,2,SUR,CLUB ATLETICO PAMPERO-COLON FC,1,1/12/2024,CLUB ATLETICO PAMPERO,69,COLON FC,78,350,650,-42.75,-86.25,0.85,1,1,0.75,195.871875,359.390625
2024,JUVENILES,Playoff,Play In,2,SUR,CLUB SOCIAL EZEIZA-CLUB  ATLETICO Y PROGRESO DE BRANDSEN,1,1/12/2024,CLUB SOCIAL EZEIZA,70,CLUB  ATLETICO Y PROGRESO DE BRANDSEN,43,750,250,-74.25,-48.75,0.85,1,1,0.75,430.790625,128.296875
2024,JUVENILES,Fase Regular,1ra Fase,3,SUR,A,1,3/3/2024,SPORTIVO ALSINA,61,G.E DE LOMAS DE ZAMORA B,71,300,700,-23.25,-59.25,0.75,1,1,0.65,134.915625,312.365625
