anio,categoria,zona,equipo,partidos
2025,INFANTILES MASCULINO,SUR,CLUB SOCIAL Y DEPORTIVO NAHUEL,12
2025,JUVENILES MASCULINO,NORTE,CLUB 3 DE FEBRERO CELESTE C,28
2025,JUVENILES MASCULINO,NORTE,SAN ANDRES,28
2025,JUVENILES MASCULINO,CENTRO,ALL BOYS BLANCO,26
2025,JUVENILES MASCULINO,CENTRO,ITALIANO,26
2025,JUVENILES MASCULINO,OESTE,INSTITUCION SARMIENTO BLANCO B,28
2025,JUVENILES MASCULINO,NORTE,RIVER PLATE,29
2025,JUVENILES MASCULINO,OESTE,PASO DEL REY SOCIAL CLUB,27
2025,JUVENILES MASCULINO,CENTRO-OESTE,"JOSE HERNANDEZ ""A""",26
2025,JUVENILES MASCULINO,NORTE,SPORTIVO VILLA BALLESTER,27
2025,JUVENILES MASCULINO,NORTE,PLATENSE MARRON,27
2025,JUVENILES MASCULINO,NORTE,CAZA Y PESCA AZUL A,30
2025,JUVENILES MASCULINO,NORTE,CLUB SOCIAL Y DEPORTIVO ARENAL,30
2025,JUVENILES MASCULINO,CENTRO,PINOCHO BLANCO,26
2025,JUVENILES MASCULINO,NORTE,BELLA VISTA,28
2025,JUVENILES MASCULINO,SUR,GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA B,24
2025,JUVENILES MASCULINO,SUR,CLUB  ATLETICO Y PROGRESO DE BRANDSEN,24
2025,JUVENILES MASCULINO,OESTE,DEFENSORES DE SANTOS LUGARES,29
2025,JUVENILES MASCULINO,CENTRO-OESTE,VELEZ SARSFIELD AZUL - B,26
2025,JUVENILES MASCULINO,NORTE,UNION FLORIDA,28
2025,JUVENILES MASCULINO,NORTE,CENTRO GALICIA,28
2025,JUVENILES MASCULINO,SUR,TALLERES,26
2025,JUVENILES MASCULINO,NORTE,CIUDAD DE BUENOS AIRES AZUL A,32
2025,JUVENILES MASCULINO,OESTE,GEVP CELESTE B,26
2025,JUVENILES MASCULINO,CENTRO,FERROCARRIL OESTE NARANJA (C),26
2025,JUVENILES MASCULINO,CENTRO,CIRCULO URQUIZA,27
2025,JUVENILES MASCULINO,SUR,CLUB SOCIAL EZEIZA,26
2025,JUVENILES MASCULINO,SUR,JUVENTUD UNIDA,24
2025,JUVENILES MASCULINO,OESTE,DEFENSORES DE HURLINGHAM VERDE A,14
2025,JUVENILES MASCULINO,SUR,LUZ Y ARTE,26
2025,JUVENILES MASCULINO,NORTE,UNION VECINAL DE MUNRO,27
2025,JUVENILES MASCULINO,OESTE,C.A.S.A PADUA A,16
2025,JUVENILES MASCULINO,OESTE,CIUDADELA NORTE,27
2025,JUVENILES MASCULINO,NORTE,BANCO NACION AZUL A,28
2025,JUVENILES MASCULINO,OESTE,PORTEÑO BLANCO B,25
2025,JUVENILES MASCULINO,CENTRO,SAN LORENZO ROJO B,28
2025,JUVENILES MASCULINO,OESTE,ITALIANO DE JOSE C PAZ,26
2025,JUVENILES MASCULINO,SUR,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL ""A""",27
2025,JUVENILES MASCULINO,CENTRO,FERROCARRIL OESTE BLANCO (B),27
2025,JUVENILES MASCULINO,SUR,LANUS B,23
2025,JUVENILES MASCULINO,OESTE,INDIOS U17 BLANCO,28
2025,JUVENILES MASCULINO,CENTRO,CLUB ATLETICO HURACAN DE PARQUE PATRICIOS,26
2025,JUVENILES MASCULINO,OESTE,RAMOS MEJIA LTC,27
2025,JUVENILES MASCULINO,CENTRO,IMPERIO NEGRO B,26
2025,JUVENILES MASCULINO,CENTRO,UNIVERSIDAD DE LA MATANZA,26
2025,JUVENILES MASCULINO,OESTE,LEANDRO N ALEM,13
2025,JUVENILES MASCULINO,OESTE,GEVP BLANCO A,29
2025,JUVENILES MASCULINO,SUR,C.S.D.Y C. MORENO,24
2025,JUVENILES MASCULINO,SUR,DEFENSORES DE GLEW,24
2025,JUVENILES MASCULINO,OESTE,C.A.S.A PADUA B,28
2025,JUVENILES MASCULINO,SUR,VARELA JRS,28
2025,JUVENILES MASCULINO,CENTRO,ARQUITECTURA BLANCO  B,26
2025,JUVENILES MASCULINO,SUR,INDEPENDIENTE DE BURZACO,26
2025,JUVENILES MASCULINO,NORTE,"NAUTICO HACOAJ AZUL ""B""",27
2025,JUVENILES MASCULINO,NORTE,SAN FERNANDO BLANCO (B),28
2025,JUVENILES MASCULINO,SUR,BURZACO FC- AZUL A,26
2025,JUVENILES MASCULINO,NORTE,CLUB 3 DE FEBRERO BLANCO A,27
2025,JUVENILES MASCULINO,NORTE,COPELLO,28
2025,JUVENILES MASCULINO,SUR,QUILMES A.C.,26
2025,JUVENILES MASCULINO,OESTE,HURACAN DE SAN JUSTO ROJO,28
2025,JUVENILES MASCULINO,OESTE,DEFENSORES DE HURLINGHAM  BLANCO B,28
2025,JUVENILES MASCULINO,OESTE,CLUB CEPA,28
2025,JUVENILES MASCULINO,SUR,COOPERARIOS,24
2025,JUVENILES MASCULINO,OESTE,DEFENSORES DE MORENO NEGRO,26
2025,JUVENILES MASCULINO,CENTRO,YUPANQUI,26
2025,JUVENILES MASCULINO,SUR,INDEPENDIENTE ROJO,26
2025,JUVENILES MASCULINO,NORTE,CLUB ATLETICO PILAR,27
2025,JUVENILES MASCULINO,NORTE,17 DE AGOSTO,27
2025,JUVENILES MASCULINO,SUR,CAÑUELAS FC,13
2025,JUVENILES MASCULINO,SUR,GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA,31
2025,JUVENILES MASCULINO,SUR,BERAZATEGUI,12
2025,JUVENILES MASCULINO,OESTE,CEDEM,29
2025,JUVENILES MASCULINO,OESTE,PORTEÑO AZUL A,13
2025,JUVENILES MASCULINO,NORTE,PRESIDENTE DERQUI,30
2025,JUVENILES MASCULINO,SUR,TRISTAN SUAREZ,26
2025,JUVENILES MASCULINO,NORTE,BANADE ROJO,29
2025,JUVENILES MASCULINO,SUR,VILLEGAS BASQUET,28
2025,JUVENILES MASCULINO,NORTE,CLUB SPORTIVO PILAR,29
2025,JUVENILES MASCULINO,NORTE,BANCO PROVINCIA,28
2025,JUVENILES MASCULINO,CENTRO,"JOSE HERNANDEZ ""B""",26
2025,JUVENILES MASCULINO,NORTE,CAZA Y PESCA BLANCO B,28
2025,JUVENILES MASCULINO,NORTE,HARRODS GATH Y CHAVES,28
2025,JUVENILES MASCULINO,SUR,COLON FC,26
2025,JUVENILES MASCULINO,SUR,MONTE GRANDE B NEGRO,24
2025,JUVENILES MASCULINO,OESTE,VELEZ SARSFIELD BLANCO - A,29
2025,JUVENILES MASCULINO,SUR,GUILLON BASQUET,26
2025,JUVENILES MASCULINO,SUR,"CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO ""B""",23
2025,JUVENILES MASCULINO,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES,28
2025,JUVENILES MASCULINO,SUR,TEMPERLEY,28
2025,JUVENILES MASCULINO,OESTE,MORON ROJO,28
2025,JUVENILES MASCULINO,SUR,DEFENSORES DE BANFIELD,26
2025,JUVENILES MASCULINO,NORTE,NAUTICO BUCHARDO B,28
2025,JUVENILES MASCULINO,CENTRO,MACABI,28
2025,JUVENILES MASCULINO,CENTRO-OESTE,CLARIDAD,27
2025,JUVENILES MASCULINO,SUR,CLUB SOCIAL ALEJANDRO KORN,26
2025,JUVENILES MASCULINO,NORTE,COOPERATIVA TORTUGUITAS,28
2025,JUVENILES MASCULINO,OESTE,DEP. MORON BLANCO,32
2025,JUVENILES MASCULINO,SUR,MUNICIPALIDAD DE AVELLANEDA,26
2025,JUVENILES MASCULINO,OESTE,EL PORVENIR JOSE C. PAZ,28
2025,JUVENILES MASCULINO,NORTE,SOCIAL BECCAR,29
2025,JUVENILES MASCULINO,NORTE,COLEGIALES BLANCO,25
2025,JUVENILES MASCULINO,NORTE,OBRAS BASKET,32
2025,JUVENILES MASCULINO,OESTE,A.F.A.L.P. A,28
2025,JUVENILES MASCULINO,SUR,ARGENTINO DE QUILMES,24
2025,JUVENILES MASCULINO,CENTRO-OESTE,ESTRELLA DE BOEDO,26
2025,JUVENILES MASCULINO,CENTRO,ITALIANO B,26
2025,JUVENILES MASCULINO,OESTE,ARGENTINO DE CASTELAR NORTE A,28
2025,JUVENILES MASCULINO,SUR,CLUB ATLETICO BERNAL,26
2025,JUVENILES MASCULINO,CENTRO,FERROCARRIL OESTE VERDE (A),27
2025,JUVENILES MASCULINO,NORTE,PLATENSE BLANCO,27
2025,JUVENILES MASCULINO,SUR,LANUS A,29
2025,JUVENILES MASCULINO,NORTE,CLUB 3 DE FEBRERO AZUL B,26
2025,JUVENILES MASCULINO,NORTE,CIUDAD DE BUENOS AIRES BLANCO B,28
2025,JUVENILES MASCULINO,SUR,WILDE SPORTING,27
2025,JUVENILES MASCULINO,CENTRO,ARGENTINOS JUNIORS,27
2025,JUVENILES MASCULINO,SUR,MONTE GRANDE A  ROJO,26
2025,JUVENILES MASCULINO,OESTE,ESTUDIANTIL PORTEÑO B,30
2025,JUVENILES MASCULINO,OESTE,ARGENTINO DE CASTELAR CENTRO B,28
2025,JUVENILES MASCULINO,CENTRO,IMPERIO BLANCO  A,26
2025,JUVENILES MASCULINO,OESTE,DEP. MORON ROJO,26
2025,JUVENILES MASCULINO,CENTRO-OESTE,"DEPORTIVO CROVARA  ""A""",26
2025,JUVENILES MASCULINO,SUR,SOCIAL LANUS,28
2025,JUVENILES MASCULINO,SUR,CLUB EL FOGON,24
2025,JUVENILES MASCULINO,SUR,CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,24
2025,JUVENILES MASCULINO,OESTE,MORON BLANCO,27
2025,JUVENILES MASCULINO,NORTE,"VICTORIA NEGRO ""A""",28
2025,JUVENILES MASCULINO,OESTE,NOLTING,28
2025,JUVENILES MASCULINO,NORTE,HEBRAICA,25
2025,JUVENILES MASCULINO,NORTE,U.V.V.A UNION VECINAL VILLA ADELINA,29
2025,JUVENILES MASCULINO,SUR,SPORTIVO ALSINA,26
2025,JUVENILES MASCULINO,CENTRO,NUEVA CHICAGO,25
2025,JUVENILES MASCULINO,SUR,VILLA ESPAÑA,23
2025,JUVENILES MASCULINO,OESTE,CENTRO ESPAÑOL,28
2025,JUVENILES MASCULINO,NORTE,NAUTICO BUCHARDO A,28
2025,JUVENILES MASCULINO,CENTRO,JUVENCIA,26
2025,JUVENILES MASCULINO,CENTRO,ALL BOYS DE SAAVEDRA,25
2025,JUVENILES MASCULINO,SUR,BOCA JUNIORS AMARILLO,26
2025,JUVENILES MASCULINO,OESTE,INSTITUCION SARMIENTO VERDE A,29
2025,JUVENILES MASCULINO,NORTE,"VICTORIA BLANCO ""B""",28
2025,JUVENILES MASCULINO,SUR,LOBOS ATHLETIC CLUB,13
2025,JUVENILES MASCULINO,NORTE,SAN FERNANDO AZUL (A),29
2025,JUVENILES MASCULINO,OESTE,EL PALOMAR,28
2025,JUVENILES MASCULINO,SUR,COUNTRY BANFIELD A,28
2025,JUVENILES MASCULINO,OESTE,CLUB GEI BLANCO (B),30
2025,JUVENILES MASCULINO,SUR,RACING CLUB,15
2025,JUVENILES MASCULINO,OESTE,HURACAN DE SAN JUSTO BLANCO,26
2025,JUVENILES MASCULINO,NORTE,ATLETICO BOULOGNE,28
2025,JUVENILES MASCULINO,OESTE,SAN MIGUEL BLANCO,26
2025,JUVENILES MASCULINO,OESTE,CLUB GEI AZUL (A),28
2025,JUVENILES MASCULINO,SUR,BURZACO FC ROJO B,24
2025,JUVENILES MASCULINO,OESTE,DEFENSORES DE MORENO ROJO,24
2025,JUVENILES MASCULINO,SUR,COUNTRY BANFIELD B,24
2025,JUVENILES MASCULINO,CENTRO,VILLA MITRE,26
2025,JUVENILES MASCULINO,OESTE,SAN MIGUEL VERDE,28
2025,JUVENILES MASCULINO,OESTE,ATENEO POPULAR VERSAILLES,29
2025,JUVENILES MASCULINO,NORTE,INDEPENDIENTE DE ESCOBAR,27
2025,JUVENILES MASCULINO,OESTE,UNITARIOS DE MARCOS PAZ,28
2025,JUVENILES MASCULINO,SUR,LA UNION,23
2025,JUVENILES MASCULINO,OESTE,ESTUDIANTIL PORTEÑO A,29
2025,JUVENILES MASCULINO,CENTRO,ALDO BONZI,26
2025,JUVENILES MASCULINO,OESTE,ARGENTINO DE CASTELAR SUR C,25
2025,JUVENILES MASCULINO,SUR,BOCA JUNIORS A,31
2025,JUVENILES MASCULINO,CENTRO,PEDRO ECHAGUE AMARILLO B,25
2025,JUVENILES MASCULINO,CENTRO,GEBA,26
2025,JUVENILES MASCULINO,OESTE,MIDLAND,28
2025,JUVENILES MASCULINO,CENTRO,COLEGIALES NEGRO,26
2025,JUVENILES MASCULINO,NORTE,LAS HERAS A,29
2025,JUVENILES MASCULINO,CENTRO,EL TALAR,26
2025,JUVENILES MASCULINO,CENTRO,PEDRO ECHAGUE AZUL A,26
2025,JUVENILES MASCULINO,CENTRO,RACING ANEXO,26
2025,JUVENILES MASCULINO,OESTE,SITAS,28
2025,JUVENILES MASCULINO,CENTRO,ARQUITECTURA NEGRO  A,26
2025,JUVENILES MASCULINO,SUR,TAPONAZO  FUTBOL CLUB,24
2025,JUVENILES MASCULINO,NORTE,UNIVERSIDAD DE BUENOS AIRES,27
2025,JUVENILES MASCULINO,CENTRO,PINOCHO,25
2025,JUVENILES MASCULINO,SUR,OLIMPO,27
2025,JUVENILES MASCULINO,NORTE,"NAUTICO HACOAJ BLANCO ""A""",28
2025,JUVENILES MASCULINO,CENTRO-OESTE,ARMENIA,26
2025,JUVENILES MASCULINO,NORTE,COMUNICACIONES,31
2025,JUVENILES MASCULINO,NORTE,SPORTIVO ESCOBAR,25
2025,JUVENILES MASCULINO,OESTE,SPORTIVO HAEDO,28
2025,JUVENILES MASCULINO,SUR,LOS ANDES,28
2025,JUVENILES MASCULINO,CENTRO,DEPORTIVO CROVARA B,26
2025,JUVENILES MASCULINO,NORTE,PINOCHO VERDE,26
2025,JUVENILES MASCULINO,NORTE,BANCO NACION BLANCO B,26
2025,JUVENILES MASCULINO,SUR,CLUB ATLETICO PAMPERO,26
2025,JUVENILES MASCULINO,CENTRO,SAN LORENZO AZUL,28
2025,JUVENILES MASCULINO,OESTE,INDIOS U17 NEGRO,28
2025,JUVENILES MASCULINO,SUR,CLUB SOCIAL Y DEPORTIVO NAHUEL,12
2025,LIGA PROXIMO MASCULINO,NORTE,CLUB 3 DE FEBRERO CELESTE C,28
2025,LIGA PROXIMO MASCULINO,NORTE,SAN ANDRES,29
2025,LIGA PROXIMO MASCULINO,CENTRO,ALL BOYS BLANCO,26
2025,LIGA PROXIMO MASCULINO,CENTRO,ITALIANO,26
2025,LIGA PROXIMO MASCULINO,OESTE,INSTITUCION SARMIENTO BLANCO B,29
2025,LIGA PROXIMO MASCULINO,NORTE,RIVER PLATE,29
2025,LIGA PROXIMO MASCULINO,OESTE,PASO DEL REY SOCIAL CLUB,28
2025,LIGA PROXIMO MASCULINO,NORTE,SPORTIVO VILLA BALLESTER,27
2025,LIGA PROXIMO MASCULINO,NORTE,PLATENSE MARRON,29
2025,LIGA PROXIMO MASCULINO,NORTE,CAZA Y PESCA AZUL A,30
2025,LIGA PROXIMO MASCULINO,NORTE,CLUB SOCIAL Y DEPORTIVO ARENAL,29
2025,LIGA PROXIMO MASCULINO,CENTRO,PINOCHO BLANCO,27
2025,LIGA PROXIMO MASCULINO,NORTE,BELLA VISTA,28
2025,LIGA PROXIMO MASCULINO,SUR,GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA B,26
2025,LIGA PROXIMO MASCULINO,SUR,CLUB  ATLETICO Y PROGRESO DE BRANDSEN,24
2025,LIGA PROXIMO MASCULINO,OESTE,DEFENSORES DE SANTOS LUGARES,28
2025,LIGA PROXIMO MASCULINO,CENTRO-OESTE,VELEZ SARSFIELD AZUL - B,26
2025,LIGA PROXIMO MASCULINO,OESTE,DEFENSORES DE MORENO ROJO B,25
2025,LIGA PROXIMO MASCULINO,SUR,TALLERES,28
2025,LIGA PROXIMO MASCULINO,NORTE,UNION FLORIDA,27
2025,LIGA PROXIMO MASCULINO,NORTE,CENTRO GALICIA,28
2025,LIGA PROXIMO MASCULINO,NORTE,CIUDAD DE BUENOS AIRES AZUL A,28
2025,LIGA PROXIMO MASCULINO,OESTE,GEVP CELESTE B,27
2025,LIGA PROXIMO MASCULINO,CENTRO,FERROCARRIL OESTE NARANJA (C),26
2025,LIGA PROXIMO MASCULINO,CENTRO,CIRCULO URQUIZA,29
2025,LIGA PROXIMO MASCULINO,SUR,CLUB SOCIAL EZEIZA,27
2025,LIGA PROXIMO MASCULINO,SUR,JUVENTUD UNIDA,24
2025,LIGA PROXIMO MASCULINO,OESTE,DEFENSORES DE HURLINGHAM VERDE A,14
2025,LIGA PROXIMO MASCULINO,SUR,LUZ Y ARTE,30
2025,LIGA PROXIMO MASCULINO,NORTE,UNION VECINAL DE MUNRO,30
2025,LIGA PROXIMO MASCULINO,OESTE,C.A.S.A PADUA A,16
2025,LIGA PROXIMO MASCULINO,OESTE,CIUDADELA NORTE,28
2025,LIGA PROXIMO MASCULINO,NORTE,BANCO NACION AZUL A,28
2025,LIGA PROXIMO MASCULINO,OESTE,PORTEÑO BLANCO B,26
2025,LIGA PROXIMO MASCULINO,CENTRO,SAN LORENZO ROJO B,27
2025,LIGA PROXIMO MASCULINO,OESTE,ITALIANO DE JOSE C PAZ,26
2025,LIGA PROXIMO MASCULINO,SUR,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL ""A""",26
2025,LIGA PROXIMO MASCULINO,CENTRO,FERROCARRIL OESTE BLANCO (B),26
2025,LIGA PROXIMO MASCULINO,SUR,LANUS B,24
2025,LIGA PROXIMO MASCULINO,SUR,BURZACO FC AZUL A,26
2025,LIGA PROXIMO MASCULINO,CENTRO,CLUB ATLETICO HURACAN DE PARQUE PATRICIOS,27
2025,LIGA PROXIMO MASCULINO,OESTE,RAMOS MEJIA LTC,29
2025,LIGA PROXIMO MASCULINO,CENTRO,IMPERIO NEGRO B,26
2025,LIGA PROXIMO MASCULINO,CENTRO,UNIVERSIDAD DE LA MATANZA,26
2025,LIGA PROXIMO MASCULINO,OESTE,LEANDRO N ALEM,14
2025,LIGA PROXIMO MASCULINO,OESTE,GEVP BLANCO A,29
2025,LIGA PROXIMO MASCULINO,SUR,C.S.D.Y C. MORENO,25
2025,LIGA PROXIMO MASCULINO,SUR,DEFENSORES DE GLEW,26
2025,LIGA PROXIMO MASCULINO,OESTE,C.A.S.A PADUA B,30
2025,LIGA PROXIMO MASCULINO,SUR,VARELA JRS,27
2025,LIGA PROXIMO MASCULINO,CENTRO,ARQUITECTURA BLANCO  B,26
2025,LIGA PROXIMO MASCULINO,SUR,INDEPENDIENTE DE BURZACO,26
2025,LIGA PROXIMO MASCULINO,NORTE,"NAUTICO HACOAJ AZUL ""B""",27
2025,LIGA PROXIMO MASCULINO,NORTE,SAN FERNANDO BLANCO (B),29
2025,LIGA PROXIMO MASCULINO,NORTE,CLUB 3 DE FEBRERO BLANCO A,28
2025,LIGA PROXIMO MASCULINO,NORTE,COPELLO,28
2025,LIGA PROXIMO MASCULINO,SUR,QUILMES A.C.,26
2025,LIGA PROXIMO MASCULINO,OESTE,HURACAN DE SAN JUSTO ROJO,30
2025,LIGA PROXIMO MASCULINO,OESTE,DEFENSORES DE HURLINGHAM  BLANCO B,28
2025,LIGA PROXIMO MASCULINO,OESTE,CLUB CEPA,30
2025,LIGA PROXIMO MASCULINO,SUR,COOPERARIOS,28
2025,LIGA PROXIMO MASCULINO,OESTE,DEFENSORES DE MORENO NEGRO,27
2025,LIGA PROXIMO MASCULINO,CENTRO,YUPANQUI,26
2025,LIGA PROXIMO MASCULINO,NORTE,CLUB ATLETICO PILAR,29
2025,LIGA PROXIMO MASCULINO,NORTE,17 DE AGOSTO,28
2025,LIGA PROXIMO MASCULINO,SUR,CAÑUELAS FC,13
2025,LIGA PROXIMO MASCULINO,SUR,GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA,29
2025,LIGA PROXIMO MASCULINO,SUR,BERAZATEGUI,13
2025,LIGA PROXIMO MASCULINO,OESTE,CEDEM,27
2025,LIGA PROXIMO MASCULINO,OESTE,PORTEÑO AZUL A,14
2025,LIGA PROXIMO MASCULINO,SUR,INDEPENDIENTE,28
2025,LIGA PROXIMO MASCULINO,NORTE,PRESIDENTE DERQUI,28
2025,LIGA PROXIMO MASCULINO,SUR,TRISTAN SUAREZ,26
2025,LIGA PROXIMO MASCULINO,NORTE,BANADE ROJO,29
2025,LIGA PROXIMO MASCULINO,SUR,VILLEGAS BASQUET,28
2025,LIGA PROXIMO MASCULINO,NORTE,CLUB SPORTIVO PILAR,28
2025,LIGA PROXIMO MASCULINO,NORTE,BANCO PROVINCIA,30
2025,LIGA PROXIMO MASCULINO,CENTRO,"JOSE HERNANDEZ ""B""",27
2025,LIGA PROXIMO MASCULINO,NORTE,CAZA Y PESCA BLANCO B,28
2025,LIGA PROXIMO MASCULINO,NORTE,HARRODS GATH Y CHAVES,28
2025,LIGA PROXIMO MASCULINO,SUR,COLON FC,28
2025,LIGA PROXIMO MASCULINO,SUR,MONTE GRANDE B NEGRO,25
2025,LIGA PROXIMO MASCULINO,OESTE,VELEZ SARSFIELD BLANCO - A,29
2025,LIGA PROXIMO MASCULINO,SUR,"CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO ""B""",24
2025,LIGA PROXIMO MASCULINO,OESTE,CLUB PORTUGUES DEL GRAN BUENOS AIRES,30
2025,LIGA PROXIMO MASCULINO,SUR,TEMPERLEY,29
2025,LIGA PROXIMO MASCULINO,OESTE,MORON ROJO,30
2025,LIGA PROXIMO MASCULINO,SUR,DEFENSORES DE BANFIELD,26
2025,LIGA PROXIMO MASCULINO,NORTE,NAUTICO BUCHARDO B,28
2025,LIGA PROXIMO MASCULINO,SUR,CLUB SOCIAL ALEJANDRO KORN,27
2025,LIGA PROXIMO MASCULINO,CENTRO-OESTE,CLARIDAD,28
2025,LIGA PROXIMO MASCULINO,CENTRO,MACABI,28
2025,LIGA PROXIMO MASCULINO,NORTE,COOPERATIVA TORTUGUITAS,28
2025,LIGA PROXIMO MASCULINO,OESTE,DEP. MORON BLANCO,28
2025,LIGA PROXIMO MASCULINO,SUR,MUNICIPALIDAD DE AVELLANEDA,26
2025,LIGA PROXIMO MASCULINO,OESTE,EL PORVENIR JOSE C. PAZ,28
2025,LIGA PROXIMO MASCULINO,NORTE,SOCIAL BECCAR,28
2025,LIGA PROXIMO MASCULINO,NORTE,COLEGIALES BLANCO,28
2025,LIGA PROXIMO MASCULINO,NORTE,OBRAS BASKET,32
2025,LIGA PROXIMO MASCULINO,OESTE,INDIOS U21 BLANCO,28
2025,LIGA PROXIMO MASCULINO,OESTE,A.F.A.L.P. A,28
2025,LIGA PROXIMO MASCULINO,SUR,ARGENTINO DE QUILMES,24
2025,LIGA PROXIMO MASCULINO,CENTRO-OESTE,ESTRELLA DE BOEDO,26
2025,LIGA PROXIMO MASCULINO,CENTRO,ITALIANO B,26
2025,LIGA PROXIMO MASCULINO,OESTE,INDIOS U21 NEGRO,31
2025,LIGA PROXIMO MASCULINO,OESTE,ARGENTINO DE CASTELAR NORTE A,29
2025,LIGA PROXIMO MASCULINO,SUR,CLUB ATLETICO BERNAL,26
2025,LIGA PROXIMO MASCULINO,CENTRO,FERROCARRIL OESTE VERDE (A),29
2025,LIGA PROXIMO MASCULINO,NORTE,PLATENSE BLANCO,29
2025,LIGA PROXIMO MASCULINO,SUR,GUILLON BÁSQUET,28
2025,LIGA PROXIMO MASCULINO,SUR,LANUS A,29
2025,LIGA PROXIMO MASCULINO,NORTE,CLUB 3 DE FEBRERO AZUL B,26
2025,LIGA PROXIMO MASCULINO,NORTE,CIUDAD DE BUENOS AIRES BLANCO B,29
2025,LIGA PROXIMO MASCULINO,SUR,WILDE SPORTING,29
2025,LIGA PROXIMO MASCULINO,CENTRO,ARGENTINOS JUNIORS,26
2025,LIGA PROXIMO MASCULINO,SUR,MONTE GRANDE A  ROJO,26
2025,LIGA PROXIMO MASCULINO,OESTE,ESTUDIANTIL PORTEÑO B,30
2025,LIGA PROXIMO MASCULINO,OESTE,ARGENTINO DE CASTELAR CENTRO B,28
2025,LIGA PROXIMO MASCULINO,CENTRO,IMPERIO BLANCO  A,26
2025,LIGA PROXIMO MASCULINO,OESTE,DEP. MORON ROJO,26
2025,LIGA PROXIMO MASCULINO,CENTRO-OESTE,"DEPORTIVO CROVARA  ""A""",26
2025,LIGA PROXIMO MASCULINO,SUR,SOCIAL LANUS,27
2025,LIGA PROXIMO MASCULINO,CENTRO-OESTE,JOSE HERNANDEZ A,26
2025,LIGA PROXIMO MASCULINO,SUR,CLUB EL FOGON,25
2025,LIGA PROXIMO MASCULINO,SUR,CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,24
2025,LIGA PROXIMO MASCULINO,OESTE,MORON BLANCO,27
2025,LIGA PROXIMO MASCULINO,NORTE,"VICTORIA NEGRO ""A""",28
2025,LIGA PROXIMO MASCULINO,OESTE,NOLTING,28
2025,LIGA PROXIMO MASCULINO,NORTE,HEBRAICA,26
2025,LIGA PROXIMO MASCULINO,NORTE,U.V.V.A UNION VECINAL VILLA ADELINA,30
2025,LIGA PROXIMO MASCULINO,SUR,SPORTIVO ALSINA,27
2025,LIGA PROXIMO MASCULINO,CENTRO,NUEVA CHICAGO,27
2025,LIGA PROXIMO MASCULINO,SUR,VILLA ESPAÑA,23
2025,LIGA PROXIMO MASCULINO,OESTE,"ESTUDIANTIL PORTEÑO  ""A""",28
2025,LIGA PROXIMO MASCULINO,OESTE,CENTRO ESPAÑOL,28
2025,LIGA PROXIMO MASCULINO,NORTE,NAUTICO BUCHARDO A,28
2025,LIGA PROXIMO MASCULINO,CENTRO,JUVENCIA,26
2025,LIGA PROXIMO MASCULINO,CENTRO,ALL BOYS DE SAAVEDRA,26
2025,LIGA PROXIMO MASCULINO,SUR,BOCA JUNIORS AMARILLO,28
2025,LIGA PROXIMO MASCULINO,OESTE,INSTITUCION SARMIENTO VERDE A,28
2025,LIGA PROXIMO MASCULINO,NORTE,"VICTORIA BLANCO ""B""",28
2025,LIGA PROXIMO MASCULINO,SUR,LOBOS ATHLETIC CLUB,12
2025,LIGA PROXIMO MASCULINO,NORTE,SAN FERNANDO AZUL (A),29
2025,LIGA PROXIMO MASCULINO,OESTE,EL PALOMAR,29
2025,LIGA PROXIMO MASCULINO,SUR,COUNTRY BANFIELD A,28
2025,LIGA PROXIMO MASCULINO,SUR,RACING CLUB,15
2025,LIGA PROXIMO MASCULINO,OESTE,CLUB GEI BLANCO (B),28
2025,LIGA PROXIMO MASCULINO,OESTE,HURACAN DE SAN JUSTO BLANCO,26
2025,LIGA PROXIMO MASCULINO,NORTE,ATLETICO BOULOGNE,29
2025,LIGA PROXIMO MASCULINO,OESTE,SAN MIGUEL BLANCO,26
2025,LIGA PROXIMO MASCULINO,OESTE,CLUB GEI AZUL (A),29
2025,LIGA PROXIMO MASCULINO,SUR,BURZACO FC ROJO B,24
2025,LIGA PROXIMO MASCULINO,SUR,COUNTRY BANFIELD B,24
2025,LIGA PROXIMO MASCULINO,CENTRO,VILLA MITRE,26
2025,LIGA PROXIMO MASCULINO,OESTE,SAN MIGUEL VERDE,28
2025,LIGA PROXIMO MASCULINO,OESTE,ATENEO POPULAR VERSAILLES,30
2025,LIGA PROXIMO MASCULINO,NORTE,INDEPENDIENTE DE ESCOBAR,25
2025,LIGA PROXIMO MASCULINO,OESTE,UNITARIOS DE MARCOS PAZ,29
2025,LIGA PROXIMO MASCULINO,SUR,LA UNION,23
2025,LIGA PROXIMO MASCULINO,CENTRO,ALDO BONZI,27
