categoria,anio_anterior,anio_actual,equipo,movimiento,zona_anterior,zona_actual
JUVENILES MASCULINO,2025,2026,LOS INDIOS JUVENILES B,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,MONTE GRANDE B,NUEVO,,SUR
JUVENILES MASCULINO,2025,2026,MONTE GRANDE ROJO A,NUEVO,,SUR
JUVENILES MASCULINO,2025,2026,MORON BLANCO B,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,MORON ROJO A,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,MUNICIPALIDAD DE HURLINGHAM,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,PASO DEL REY,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,PEDRO ECHAGUE AMARILLO,NUEVO,,CENTRO
JUVENILES MASCULINO,2025,2026,PEDRO ECHAGUE AZUL,NUEVO,,CENTRO
JUVENILES MASCULINO,2025,2026,PORTEÑO ATLETICO CLUB  BLANCO B,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,PORTEÑO ATLETICO CLUB AZUL,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,PORTUGUES DEL GRAN BUENOS AIRES,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,QUILMES ATLETICO CLUB,NUEVO,,SUR
JUVENILES MASCULINO,2025,2026,SAN FERNANDO AZUL,NUEVO,,NORTE
JUVENILES MASCULINO,2025,2026,SAN FERNANDO BLANCO,NUEVO,,NORTE
JUVENILES MASCULINO,2025,2026,SITAS ROJO,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,SITAS VERDE,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,SPORTIVO PILAR  JUVENILES,NUEVO,,NORTE
JUVENILES MASCULINO,2025,2026,SPORTIVO PILAR BLANCO B,NUEVO,,NORTE
JUVENILES MASCULINO,2025,2026,TAMBEROS UNIDOS,NUEVO,,SUR
JUVENILES MASCULINO,2025,2026,U17 DEPORTIVO MORON B,NUEVO,,OESTE
JUVENILES MASCULINO,2025,2026,UNION VILLEGAS,NUEVO,,SUR
JUVENILES MASCULINO,2025,2026,VICTORIA BLANCO,NUEVO,,NORTE
JUVENILES MASCULINO,2025,2026,VICTORIA NEGRO,NUEVO,,NORTE
JUVENILES MASCULINO,2025,2026,ARGENTINO DE QUILMES,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,ARQUITECTURA BLANCO  B,BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,ARQUITECTURA NEGRO  A,BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,BOCA JUNIORS A,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,BOCA JUNIORS AMARILLO,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,BURZACO FC ROJO B,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,BURZACO FC- AZUL A,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,C.A.S.A PADUA B,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,CAZA Y PESCA BLANCO B,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CIUDAD DE BUENOS AIRES AZUL A,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CIUDAD DE BUENOS AIRES BLANCO B,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,CLUB 3 DE FEBRERO AZUL B,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CLUB 3 DE FEBRERO BLANCO A,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CLUB 3 DE FEBRERO CELESTE C,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CLUB ATLETICO PILAR,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,CLUB EL FOGON,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL ""A""",BAJA,SUR,
JUVENILES MASCULINO,2025,2026,"CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO ""B""",BAJA,SUR,
JUVENILES MASCULINO,2025,2026,CLUB PORTUGUES DEL GRAN BUENOS AIRES,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,CLUB SOCIAL EZEIZA,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,CLUB SOCIAL Y DEPORTIVO NAHUEL,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,CLUB SPORTIVO PILAR,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,COMUNICACIONES,BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,DEFENSORES DE HURLINGHAM  BLANCO B,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,DEFENSORES DE HURLINGHAM VERDE A,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,DEFENSORES DE MORENO NEGRO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,DEFENSORES DE MORENO ROJO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,DEP. MORON BLANCO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,DEP. MORON ROJO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,ESTUDIANTIL PORTEÑO A,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,FERROCARRIL OESTE BLANCO (B),BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,FERROCARRIL OESTE NARANJA (C),BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,FERROCARRIL OESTE VERDE (A),BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,INDEPENDIENTE ROJO,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,INDIOS U17 BLANCO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,INDIOS U17 NEGRO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,LOBOS ATHLETIC CLUB,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,MONTE GRANDE A  ROJO,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,MONTE GRANDE B NEGRO,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,MORON BLANCO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,MORON ROJO,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,PASO DEL REY SOCIAL CLUB,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,PEDRO ECHAGUE AMARILLO B,BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,PEDRO ECHAGUE AZUL A,BAJA,CENTRO,
JUVENILES MASCULINO,2025,2026,PORTEÑO AZUL A,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,PORTEÑO BLANCO B,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,QUILMES A.C.,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,SAN FERNANDO AZUL (A),BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,SAN FERNANDO BLANCO (B),BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,SITAS,BAJA,OESTE,
JUVENILES MASCULINO,2025,2026,"VICTORIA BLANCO ""B""",BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,"VICTORIA NEGRO ""A""",BAJA,NORTE,
JUVENILES MASCULINO,2025,2026,VILLEGAS BASQUET,BAJA,SUR,
JUVENILES MASCULINO,2025,2026,ARMENIA,CAMBIO_REGION,CENTRO-OESTE,CENTRO
JUVENILES MASCULINO,2025,2026,ATENEO POPULAR VERSAILLES,CAMBIO_REGION,OESTE,CENTRO
JUVENILES MASCULINO,2025,2026,CLARIDAD,CAMBIO_REGION,CENTRO-OESTE,OESTE
JUVENILES MASCULINO,2025,2026,COLEGIALES BLANCO,CAMBIO_REGION,NORTE,CENTRO
JUVENILES MASCULINO,2025,2026,COLEGIALES NEGRO,CAMBIO_REGION,CENTRO,NORTE
JUVENILES MASCULINO,2025,2026,COPELLO,CAMBIO_REGION,NORTE,CENTRO
JUVENILES MASCULINO,2025,2026,"DEPORTIVO CROVARA  ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
JUVENILES MASCULINO,2025,2026,EL TALAR,CAMBIO_REGION,CENTRO,NORTE
JUVENILES MASCULINO,2025,2026,ESTRELLA DE BOEDO,CAMBIO_REGION,CENTRO-OESTE,CENTRO
JUVENILES MASCULINO,2025,2026,GEVP BLANCO A,CAMBIO_REGION,OESTE,NORTE
JUVENILES MASCULINO,2025,2026,GEVP CELESTE B,CAMBIO_REGION,OESTE,CENTRO
JUVENILES MASCULINO,2025,2026,"JOSE HERNANDEZ ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
JUVENILES MASCULINO,2025,2026,NAUTICO BUCHARDO B,CAMBIO_REGION,NORTE,CENTRO
JUVENILES MASCULINO,2025,2026,SAN ANDRES,CAMBIO_REGION,NORTE,CENTRO
JUVENILES MASCULINO,2025,2026,UNIVERSIDAD DE LA MATANZA,CAMBIO_REGION,CENTRO,OESTE
JUVENILES MASCULINO,2025,2026,VELEZ SARSFIELD AZUL - B,CAMBIO_REGION,CENTRO-OESTE,OESTE
JUVENILES MASCULINO,2025,2026,VELEZ SARSFIELD BLANCO - A,CAMBIO_REGION,OESTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,3 DE FEBRERO AZUL B,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,3 DE FEBRERO BLANCO A,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,3 DE FEBRERO CELESTE C,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,ALL BOYS NEGRO,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,ARQUITECTURA BLANCO B,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,ARQUITECTURA NEGRO A,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,ATLETICO PILAR,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,BECCAR AZUL,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,BOCA JUNIORS AMARILLO B,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,BOCA JUNIORS AZUL A,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,BURZACO FC A,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,CAZA Y PESCA VERDE B,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,CIUDAD DE BUENOS AIRES B BLANCO,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,CLUB ATENEO INGENIERO RAVER,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,CLUB ATLETICO 9 DE JULIO DE LANUS,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,CLUB GEI AZUL(A),NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,CLUB GEI BLANCO(B),NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,CLUB GEI GRIS(C),NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,COMUNICACIONES AMARILLO,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,COMUNICACIONES NEGRO,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE HURLINGHAM BLANCO,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE HURLINGHAM VERDE,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE MORENO,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,DEPORTIVO MORON A,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,EL FOGON,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,EZEIZA,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,FERROCARRIL OESTE BLANCO,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,FERROCARRIL OESTE NARANJA,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,FERROCARRIL OESTE VERDE,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,GIMNASIA Y ESGRIMA LA PLATA A,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,GIMNASIA Y ESGRIMA LA PLATA B,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,GUILLON BASQUET,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,"JOSE HERNANDEZ ""A""",NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,LOS INDIOS LIGA PROXIMA A,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,LOS INDIOS LIGA PROXIMA B,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,MONTE GRANDE NEGRO B,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,MONTE GRANDE ROJO A,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,MORON BLANCO B,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,MORON ROJO A,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,MUNICIPALIDAD DE HURLINGHAM,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,PASO DEL REY,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,PEDRO ECHAGUE AMARILLO,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,PEDRO ECHAGUE AZUL,NUEVO,,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,PORTEÑO ATLETICO CLUB  AZUL,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,PORTEÑO ATLETICO CLUB  BLANCO B,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,PORTUGUES DEL GRAN BUENOS AIRES,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,QUILMES ATLETICO CLUB,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,SAN FERNANDO AZUL,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,SAN FERNANDO BLANCO,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,SITAS ROJO,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,SITAS VERDE,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,SPORTIVO PILAR BLANCO B,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,SPORTIVO PILAR PROXIMO,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,TAMBEROS UNIDOS,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,"U.V.V.A UNION VECINAL VILLA ADELINA ""AZUL""",NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,U21 DEPORTIVO MORON B,NUEVO,,OESTE
LIGA PROXIMO MASCULINO,2025,2026,UNION VILLEGAS,NUEVO,,SUR
LIGA PROXIMO MASCULINO,2025,2026,VICTORIA BLANCO,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,VICTORIA NEGRO,NUEVO,,NORTE
LIGA PROXIMO MASCULINO,2025,2026,ARGENTINO DE QUILMES,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,ARQUITECTURA BLANCO  B,BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,ARQUITECTURA NEGRO  A,BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,BOCA JUNIORS A,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,BOCA JUNIORS AMARILLO,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,BURZACO FC AZUL A,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,BURZACO FC ROJO B,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,CAZA Y PESCA BLANCO B,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,CIUDAD DE BUENOS AIRES BLANCO B,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,CLUB 3 DE FEBRERO AZUL B,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB 3 DE FEBRERO BLANCO A,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB 3 DE FEBRERO CELESTE C,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB ATLETICO PILAR,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB EL FOGON,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,CLUB GEI AZUL (A),BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB GEI BLANCO (B),BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL ""A""",BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,"CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO ""B""",BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,CLUB PORTUGUES DEL GRAN BUENOS AIRES,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,CLUB SOCIAL EZEIZA,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,CLUB SOCIAL Y DEPORTIVO NAHUEL,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,CLUB SPORTIVO PILAR,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,COMUNICACIONES,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE HURLINGHAM  BLANCO B,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE HURLINGHAM VERDE A,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE MORENO NEGRO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,DEFENSORES DE MORENO ROJO B,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,DEP. MORON BLANCO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,DEP. MORON ROJO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,FERROCARRIL OESTE BLANCO (B),BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,FERROCARRIL OESTE NARANJA (C),BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,FERROCARRIL OESTE VERDE (A),BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,GUILLON BÁSQUET,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,INDIOS U21 BLANCO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,INDIOS U21 NEGRO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,JOSE HERNANDEZ A,BAJA,CENTRO-OESTE,
LIGA PROXIMO MASCULINO,2025,2026,MONTE GRANDE A  ROJO,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,MONTE GRANDE B NEGRO,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,MORON BLANCO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,MORON ROJO,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,PASO DEL REY SOCIAL CLUB,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,PEDRO ECHAGUE AMARILLO B,BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,PEDRO ECHAGUE AZUL A,BAJA,CENTRO,
LIGA PROXIMO MASCULINO,2025,2026,PORTEÑO AZUL A,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,PORTEÑO BLANCO B,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,QUILMES A.C.,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,SAN FERNANDO AZUL (A),BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,SAN FERNANDO BLANCO (B),BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,SITAS,BAJA,OESTE,
LIGA PROXIMO MASCULINO,2025,2026,U.V.V.A UNION VECINAL VILLA ADELINA,BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,"VICTORIA BLANCO ""B""",BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,"VICTORIA NEGRO ""A""",BAJA,NORTE,
LIGA PROXIMO MASCULINO,2025,2026,VILLEGAS BASQUET,BAJA,SUR,
LIGA PROXIMO MASCULINO,2025,2026,ARMENIA,CAMBIO_REGION,CENTRO-OESTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,ATENEO POPULAR VERSAILLES,CAMBIO_REGION,OESTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,CIUDAD DE BUENOS AIRES AZUL A,CAMBIO_REGION,NORTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,CLARIDAD,CAMBIO_REGION,CENTRO-OESTE,OESTE
LIGA PROXIMO MASCULINO,2025,2026,COLEGIALES BLANCO,CAMBIO_REGION,NORTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,COLEGIALES NEGRO,CAMBIO_REGION,CENTRO,NORTE
LIGA PROXIMO MASCULINO,2025,2026,COPELLO,CAMBIO_REGION,NORTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,"DEPORTIVO CROVARA  ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,EL TALAR,CAMBIO_REGION,CENTRO,NORTE
LIGA PROXIMO MASCULINO,2025,2026,ESTRELLA DE BOEDO,CAMBIO_REGION,CENTRO-OESTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,GEVP BLANCO A,CAMBIO_REGION,OESTE,NORTE
LIGA PROXIMO MASCULINO,2025,2026,GEVP CELESTE B,CAMBIO_REGION,OESTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,NAUTICO BUCHARDO B,CAMBIO_REGION,NORTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,SAN ANDRES,CAMBIO_REGION,NORTE,CENTRO
LIGA PROXIMO MASCULINO,2025,2026,UNIVERSIDAD DE LA MATANZA,CAMBIO_REGION,CENTRO,OESTE
LIGA PROXIMO MASCULINO,2025,2026,VELEZ SARSFIELD AZUL - B,CAMBIO_REGION,CENTRO-OESTE,OESTE
LIGA PROXIMO MASCULINO,2025,2026,VELEZ SARSFIELD BLANCO - A,CAMBIO_REGION,OESTE,CENTRO
MINI,2025,2026,3 DE FEBRERO AZUL B,NUEVO,,NORTE
MINI,2025,2026,3 DE FEBRERO BLANCO A,NUEVO,,NORTE
MINI,2025,2026,3 DE FEBRERO CELESTE C,NUEVO,,NORTE
MINI,2025,2026,ALL BOYS NEGRO,NUEVO,,CENTRO
MINI,2025,2026,ARQUITECTURA BLANCO B,NUEVO,,CENTRO
MINI,2025,2026,ATLETICO PILAR,NUEVO,,NORTE
MINI,2025,2026,BECCAR AZUL,NUEVO,,NORTE
MINI,2025,2026,BOCA JUNIORS AMARILLO B,NUEVO,,SUR
MINI,2025,2026,BOCA JUNIORS AZUL A,NUEVO,,SUR
MINI,2025,2026,BURZACO FC A,NUEVO,,SUR
MINI,2025,2026,C.A.S.A. PADUA B,NUEVO,,OESTE
MINI,2025,2026,CAZA Y PESCA VERDE B,NUEVO,,NORTE
MINI,2025,2026,CIUDAD DE BUENOS AIRES B BLANCO,NUEVO,,NORTE
MINI,2025,2026,CLUB ATENEO INGENIERO RAVER,NUEVO,,NORTE
MINI,2025,2026,CLUB ATLETICO 9 DE JULIO DE LANUS,NUEVO,,SUR
MINI,2025,2026,CLUB GEI GRIS(C),NUEVO,,OESTE
MINI,2025,2026,COMUNICACIONES AMARILLO A,NUEVO,,CENTRO
MINI,2025,2026,COMUNICACIONES NEGRO B,NUEVO,,CENTRO
MINI,2025,2026,DEFENSORES DE HURLINGHAM BLANCO,NUEVO,,OESTE
MINI,2025,2026,DEFENSORES DE HURLINGHAM VERDE,NUEVO,,OESTE
MINI,2025,2026,DEFENSORES DE MORENO,NUEVO,,OESTE
MINI,2025,2026,DEPORTIVO MORON A,NUEVO,,OESTE
MINI,2025,2026,EL FOGON,NUEVO,,SUR
MINI,2025,2026,"ESTUDIANTIL PORTEÑO  ""A""",NUEVO,,OESTE
MINI,2025,2026,EZEIZA,NUEVO,,SUR
MINI,2025,2026,FERROCARRIL OESTE BLANCO,NUEVO,,CENTRO
MINI,2025,2026,FERROCARRIL OESTE NARANJA,NUEVO,,OESTE
MINI,2025,2026,FERROCARRIL OESTE VERDE,NUEVO,,CENTRO
MINI,2025,2026,GIMNASIA Y ESGRIMA LA PLATA A,NUEVO,,SUR
MINI,2025,2026,GIMNASIA Y ESGRIMA LA PLATA B,NUEVO,,SUR
MINI,2025,2026,INDEPENDIENTE,NUEVO,,SUR
MINI,2025,2026,LOBOS  MINI,NUEVO,,SUR
MINI,2025,2026,LOS INDIOS MINI A,NUEVO,,OESTE
MINI,2025,2026,LOS INDIOS MINI B,NUEVO,,OESTE
MINI,2025,2026,MONTE GRANDE B,NUEVO,,SUR
MINI,2025,2026,MONTE GRANDE ROJO A,NUEVO,,SUR
MINI,2025,2026,MORON BLANCO B,NUEVO,,OESTE
MINI,2025,2026,MORON ROJO A,NUEVO,,OESTE
MINI,2025,2026,MUNICIPALIDAD DE HURLINGHAM,NUEVO,,OESTE
MINI,2025,2026,PASO DEL REY,NUEVO,,OESTE
MINI,2025,2026,PEDRO ECHAGUE AMARILLO,NUEVO,,CENTRO
MINI,2025,2026,PEDRO ECHAGUE AZUL,NUEVO,,CENTRO
MINI,2025,2026,PORTEÑO ATLETICO CLUB  AZUL,NUEVO,,OESTE
MINI,2025,2026,PORTEÑO ATLETICO CLUB  BLANCO B,NUEVO,,OESTE
MINI,2025,2026,PORTUGUES DEL GRAN BUENOS AIRES,NUEVO,,OESTE
MINI,2025,2026,QUILMES ATLETICO CLUB,NUEVO,,SUR
MINI,2025,2026,SAN FERNANDO AZUL,NUEVO,,NORTE
MINI,2025,2026,SAN FERNANDO BLANCO,NUEVO,,NORTE
MINI,2025,2026,SITAS ROJO,NUEVO,,OESTE
MINI,2025,2026,SITAS VERDE,NUEVO,,OESTE
MINI,2025,2026,SPORTIVO PILAR BLANCO B,NUEVO,,NORTE
MINI,2025,2026,SPORTIVO PILAR MINI,NUEVO,,NORTE
MINI,2025,2026,TAMBEROS UNIDOS,NUEVO,,SUR
MINI,2025,2026,U11 DEPORTIVO MORON B,NUEVO,,OESTE
MINI,2025,2026,UNION VILLEGAS,NUEVO,,SUR
MINI,2025,2026,VICTORIA BLANCO,NUEVO,,NORTE
MINI,2025,2026,VICTORIA NEGRO,NUEVO,,NORTE
MINI,2025,2026,ARGENTINO DE QUILMES,BAJA,SUR,
MINI,2025,2026,ARQUITECTURA BLANCO,BAJA,CENTRO,
MINI,2025,2026,BOCA JUNIORS A,BAJA,SUR,
MINI,2025,2026,BOCA JUNIORS AMARILLO,BAJA,SUR,
MINI,2025,2026,BURZACO FC AZUL A,BAJA,SUR,
MINI,2025,2026,BURZACO FC ROJO B,BAJA,SUR,
MINI,2025,2026,C.A.S.A PADUA B,BAJA,OESTE,
MINI,2025,2026,CAZA Y PESCA BLANCO B,BAJA,NORTE,
MINI,2025,2026,CIUDAD DE BUENOS AIRES BLANCO B,BAJA,NORTE,
